Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite,Unite
76278001,ALLIANCE ELABORES,Production de dÃ©chets non dangereux,2012,D10,D10 Incinération à terre,59,,02 02 99,Déchets non spécifiés ailleurs.,2780,t/an
76278001,ALLIANCE ELABORES,Production de dÃ©chets non dangereux,2012,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",76,,02 02 03,Matières impropres à la consommation ou à la transformation,302,t/an
76278001,ALLIANCE ELABORES,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,76,,02 02 04,Boues provenant du traitement in situ des effluents,4958,t/an
76278001,ALLIANCE ELABORES,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),76,,02 03 04,Matières impropres à la consommation ou à la transformation,658,t/an
76278001,ALLIANCE ELABORES,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,76,,15 01 01,Emballages en papier/carton,522,t/an
76278001,ALLIANCE ELABORES,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,76,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,7500,t/an
76278001,ALLIANCE ELABORES,Production de dÃ©chets non dangereux,2012,"R9 ",R9 Régénération ou autres réemplois des huiles,59,,20 01 25,Huiles et matières grasses alimentaires,60.4,t/an
49003604,CHARAL,Production de dÃ©chets non dangereux,2012,D10,D10 Incinération à terre,79,,02 02 03,Matières impropres à la consommation ou à la transformation,28800,t/an
49003604,CHARAL,Production de dÃ©chets non dangereux,2012,D10,D10 Incinération à terre,44,,18 01 02,"Déchets anatomiques et organes, y compris sacs de sang et réserves de sang (sauf rubrique 18 01 03)",1.250,t/an
49003604,CHARAL,Production de dÃ©chets non dangereux,2012,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,49,,15 01 02,Emballages en matières plastiques,1026,t/an
49003604,CHARAL,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,49,,02 02 04,Boues provenant du traitement in situ des effluents,18900,t/an
75624001,CONSERVERIE DE BERGERAC,Production de dÃ©chets non dangereux,2012,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",24,,02 03 04,Matières impropres à la consommation ou à la transformation,722,t/an
75624001,CONSERVERIE DE BERGERAC,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,24,,19 09 01,Déchets solides de première filtration et de dégrillage,324,t/an
75624001,CONSERVERIE DE BERGERAC,Production de dÃ©chets non dangereux,2012,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,16,,15 01 03,Emballages en bois,33.0,t/an
75624001,CONSERVERIE DE BERGERAC,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),24,,02 01 03,Déchets de tissus végétaux,4436,t/an
75624001,CONSERVERIE DE BERGERAC,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,24,,15 01 04,Emballages métalliques,65.8,t/an
75624001,CONSERVERIE DE BERGERAC,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,24,,15 01 01,Emballages en papier/carton,98,t/an
75624001,CONSERVERIE DE BERGERAC,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,24,,15 01 02,Emballages en matières plastiques,30,t/an
25041001,Coopérative des MONTS DE JOUX,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,25,,02 02 04,Boues provenant du traitement in situ des effluents,7660,t/an
40282001,FERMIERS LANDAIS SAS,Production de dÃ©chets non dangereux,2012,D12,"D12 Stockage permanent (par exemple, placement de conteneurs dans une mine, etc.)",31,,08 03 18,Déchets de toner d'impression autres que ceux visés à la rubrique 08 03 17,0.222,t/an
40282001,FERMIERS LANDAIS SAS,Production de dÃ©chets non dangereux,2012,"D2 ","D2 Traitement en milieu terrestre (par exemple, biodégradation de déchets liquides ou de boues dans les sols, etc.)",40,,02 02 04,Boues provenant du traitement in situ des effluents,167.4,t/an
40282001,FERMIERS LANDAIS SAS,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),40,,02 01 02,Déchets de tissus animaux,20800,t/an
40282001,FERMIERS LANDAIS SAS,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),40,,20 03 01,Déchets municipaux en mélange,163.0,t/an
40282001,FERMIERS LANDAIS SAS,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,62,,15 01 02,Emballages en matières plastiques,1.078,t/an
40282001,FERMIERS LANDAIS SAS,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,40,,20 01 01,Papier et carton,148,t/an
40282001,FERMIERS LANDAIS SAS,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,40,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,19.4,t/an
75664052,FIPSO Aquitaine,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,64,,02 02 04,Boues provenant du traitement in situ des effluents,7276,t/an
75664050,LABEYRIE,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,40,,02 02 04,Boues provenant du traitement in situ des effluents,834,t/an
75664050,LABEYRIE,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),40,,02 02 02,Déchets de tissus animaux,15862,t/an
75664050,LABEYRIE,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),64,,02 02 04,Boues provenant du traitement in situ des effluents,486,t/an
75664050,LABEYRIE,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),64,,02 02 99,Déchets non spécifiés ailleurs.,3330,t/an
51101001,Les ELEVEURS de la CHAMPAGNE,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",02,,02 02 03,Matières impropres à la consommation ou à la transformation,117.8,t/an
51101001,Les ELEVEURS de la CHAMPAGNE,Production de dÃ©chets non dangereux,2012,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",51,,15 01 02,Emballages en matières plastiques,156,t/an
51101001,Les ELEVEURS de la CHAMPAGNE,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,51,,19 08 12,Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11,188,t/an
51101001,Les ELEVEURS de la CHAMPAGNE,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,BELGIQUE,02 02 02,Déchets de tissus animaux,7072,t/an
51101001,Les ELEVEURS de la CHAMPAGNE,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,PAYS-BAS,02 02 02,Déchets de tissus animaux,3864,t/an
51101001,Les ELEVEURS de la CHAMPAGNE,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,51,,15 01 01,Emballages en papier/carton,124,t/an
25578200,Les éleveurs de la Chevillotte,Production de dÃ©chets non dangereux,2012,D10,D10 Incinération à terre,03,,02 02 02,Déchets de tissus animaux,6.86,t/an
25578200,Les éleveurs de la Chevillotte,Production de dÃ©chets non dangereux,2012,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,25,,20 01 01,Papier et carton,320,t/an
25578200,Les éleveurs de la Chevillotte,Production de dÃ©chets non dangereux,2012,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,39,,02 02 02,Déchets de tissus animaux,6320,t/an
25578200,Les éleveurs de la Chevillotte,Production de dÃ©chets non dangereux,2012,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,39,,02 02 04,Boues provenant du traitement in situ des effluents,704,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",64,,20 01 99,Autres fractions non spécifiées ailleurs.,584,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,44,,02 03 04,Matières impropres à la consommation ou à la transformation,3074,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,15 01 01,Emballages en papier/carton,1342,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,15 01 02,Emballages en matières plastiques,232,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",64,,17 02 01,Bois,630,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",64,,17 04 02,Aluminium,10.4,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",64,,17 04 05,Fer et acier,107.4,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",65,,19 12 01,Papier et carton,16.2,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),85,,02 03 04,Matières impropres à la consommation ou à la transformation,2016,t/an
75664053,LINDT ET SPRUNGLI,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),64,,02 03 05,Boues provenant du traitement in situ des effluents,696,t/an
24129001,Mademoiselle Desserts Valade,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",24,,02 06 01,Matières impropres à la consommation ou à la transformation,1543.36,t/an
24129001,Mademoiselle Desserts Valade,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",24,,02 06 03,Boues provenant du traitement in situ des effluents,785.72,t/an
24129001,Mademoiselle Desserts Valade,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",24,,15 01 02,Emballages en matières plastiques,142.48,t/an
24129001,Mademoiselle Desserts Valade,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",24,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,602.88,t/an
24129001,Mademoiselle Desserts Valade,Production de dÃ©chets non dangereux,2012,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",24,,20 02 03,Autres déchets non biodégradables.,1292.44,t/an
24129001,Mademoiselle Desserts Valade,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,24,,17 04 02,Aluminium,40.06,t/an
24129001,Mademoiselle Desserts Valade,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,33,,20 01 40,Métaux,203.2,t/an
24129001,Mademoiselle Desserts Valade,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,24,,15 01 01,Emballages en papier/carton,547.16,t/an
40282011,PYRENEX,Production de dÃ©chets non dangereux,2012,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,40,,20 03 01,Déchets municipaux en mélange,97.2,t/an
40282011,PYRENEX,Production de dÃ©chets non dangereux,2012,D15,"D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",47,,02 02 99,Déchets non spécifiés ailleurs.,74,t/an
40282011,PYRENEX,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,40,,19 08 14,Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13,1730,t/an
40282011,PYRENEX,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",56,,02 02 99,Déchets non spécifiés ailleurs.,2160,t/an
40282011,PYRENEX,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",40,,15 01 01,Emballages en papier/carton,50.4,t/an
40282011,PYRENEX,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",40,,15 01 02,Emballages en matières plastiques,21.6,t/an
40282011,PYRENEX,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",40,,15 01 03,Emballages en bois,27.4,t/an
40282011,PYRENEX,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",40,,19 12 01,Papier et carton,4.2,t/an
87085001,REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES,Production de dÃ©chets non dangereux,2012,D10,D10 Incinération à terre,79,,02 01 02,Déchets de tissus animaux,7620,t/an
87085001,REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,87,,02 01 06,"Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site",3000,t/an
02307501,SARVAL SUD EST,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",03,,02 02 02,Déchets de tissus animaux,4760,t/an
02307501,SARVAL SUD EST,Production de dÃ©chets non dangereux,2012,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,03,,02 02 02,Déchets de tissus animaux,54000,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,D10,D10 Incinération à terre,23,,02 01 02,Déchets de tissus animaux,6220,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,87,,15 01 03,Emballages en bois,33.2,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,87,,02 01 06,"Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site",2880,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),87,,02 01 03,Déchets de tissus végétaux,4.56,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),87,,02 02 04,Boues provenant du traitement in situ des effluents,848,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,87,,12 01 01,Limaille et chutes de métaux ferreux,41.2,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,87,,16 01 18,Métaux non ferreux,2.6,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,87,,17 04 01,"Cuivre, bronze, laiton",1.752,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,87,,15 01 02,Emballages en matières plastiques,20.6,t/an
87014001,SAS ABATTOIRS DE BESSINES,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,87,,19 12 01,Papier et carton,29.2,t/an
25056200,SBA Société Bisontine d'Abattage,Production de dÃ©chets non dangereux,2012,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,39,,02 02 02,Déchets de tissus animaux,5892,t/an
25056200,SBA Société Bisontine d'Abattage,Production de dÃ©chets non dangereux,2012,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",70,,02 01 06,"Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site",1132,t/an
25056200,SBA Société Bisontine d'Abattage,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),39,,02 02 04,Boues provenant du traitement in situ des effluents,604,t/an
61001001,SELVI,Production de dÃ©chets non dangereux,2012,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,61,,02 02 03,Matières impropres à la consommation ou à la transformation,4940,t/an
61001001,SELVI,Production de dÃ©chets non dangereux,2012,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,44,,02 02 04,Boues provenant du traitement in situ des effluents,15.28,t/an
61001001,SELVI,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),35,,02 02 02,Déchets de tissus animaux,788,t/an
61001001,SELVI,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),61,,02 02 02,Déchets de tissus animaux,554,t/an
61001001,SELVI,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),61,,12 01 01,Limaille et chutes de métaux ferreux,22.6,t/an
61001001,SELVI,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),61,,20 01 01,Papier et carton,11.88,t/an
29293010,S.F.V.,Production de dÃ©chets non dangereux,2012,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",29,,02 02 02,Déchets de tissus animaux,14600,t/an
29293010,S.F.V.,Production de dÃ©chets non dangereux,2012,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,29,,02 02 99,Déchets non spécifiés ailleurs.,121.2,t/an
29293010,S.F.V.,Production de dÃ©chets non dangereux,2012,R10,R10 Epandage sur le sol au profit de l'agriculture ou de l'écologie,29,,02 02 04,Boues provenant du traitement in situ des effluents,360,t/an
61096018,SNV,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),85,,02 02 02,Déchets de tissus animaux,11484,t/an
61096018,SNV,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,61,,15 01 01,Emballages en papier/carton,102,t/an
61096018,SNV,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,61,,15 01 02,Emballages en matières plastiques,7.0,t/an
61096018,SNV,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,61,,15 01 03,Emballages en bois,17.48,t/an
61096018,SNV,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,61,,17 04 02,Aluminium,9.88,t/an
61096020,SNV,Production de dÃ©chets non dangereux,2012,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,61,,02 02 02,Déchets de tissus animaux,4520,t/an
61096020,SNV,Production de dÃ©chets non dangereux,2012,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),35,,02 02 02,Déchets de tissus animaux,47000,t/an
61096020,SNV,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,61,,17 04 02,Aluminium,18,t/an
61096020,SNV,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,61,,19 12 01,Papier et carton,296,t/an
61096020,SNV,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,61,,20 01 39,Matières plastiques,102,t/an
051.00049,SUEZ RR IWS chemicals,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,62,,15 01 03,Emballages en bois,15.4,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",02,,20 01 99,Autres fractions non spécifiées ailleurs.,8.24,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",02,,20 03 01,Déchets municipaux en mélange,5.72,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,02,,20 01 08,Déchets de cuisine et de cantine biodégradables,4,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,80,,20 03 01,Déchets municipaux en mélange,23.4,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",02,,03 03 08,Déchets provenant du tri de papier et de carton destinés au recyclage,10.04,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",02,,15 01 01,Emballages en papier/carton,3.32,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",60,,15 01 04,Emballages métalliques,0.34,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",80,,15 01 06,Emballages en mélange,36.2,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",02,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",54.4,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",02,,17 04 01,"Cuivre, bronze, laiton",2.28,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",02,,17 08 02,Matériaux de construction à base de gypse autres que ceux visés à la rubrique 17 08 01.,0.96,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",02,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",5.12,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,02,,12 01 01,Limaille et chutes de métaux ferreux,27400,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,02,,12 01 03,Limaille et chutes de métaux non ferreux,4.16,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,02,,17 04 05,Fer et acier,43.0,t/an
051.00058,NLMK COATING S.A.,Production de dÃ©chets non dangereux,2012,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,02,,15 01 06,Emballages en mélange,61.4,t/an
