Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite,Unite
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",13,,17 01 01,Béton,0.88,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",13,,20 01 01,Papier et carton,7.04,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",30,,20 01 25,Huiles et matières grasses alimentaires,1.562,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",13,,20 03 01,Déchets municipaux en mélange,33.2,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,15 01 01,Emballages en papier/carton,65.4,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,15 01 02,Emballages en matières plastiques,27.2,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 01 01,Papier et carton,9.48,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,152.8,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 03 01,Déchets municipaux en mélange,66.8,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,13,,20 01 40,Métaux,310,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,07,,07 02 99,Déchets non spécifiés ailleurs.,125.8,t/an
064.01007,UCB - USINE CHIMIQUE DE BERRE,Production de dÃ©chets non dangereux,2011,"R7 ",R7 Récupération des produits servant à capter les polluants,07,,07 02 99,Déchets non spécifiés ailleurs.,262,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,1048,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,20 02 01,Déchets biodégradables,3.24,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,13,,05 01 99,Déchets non spécifiés ailleurs.,166,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,13,,15 01 01,Emballages en papier/carton,6.52,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,13,,20 01 01,Papier et carton,23.2,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,13,,20 02 01,Déchets biodégradables,4.64,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,13,,20 03 01,Déchets municipaux en mélange,20.2,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",30,,05 01 16,Déchets contenant du soufre provenant de la désulfuration du pétrole,48.6,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",13,,12 01 17,Déchets de grenaillage autres que ceux visés à la rubrique 12 01 16,258,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",13,,16 11 02,Revêtements de fours et réfractaires à base de carbone provenant de procédés métallurgiques autres que ceux visés à la rubrique 16 11 01,44.4,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",13,,19 09 05,Résines échangeuses d'ions saturées ou usées,12.72,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",13,,20 03 01,Déchets municipaux en mélange,132.2,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",13,,07 01 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 01 11,35.8,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",13,,20 03 04,Boues de fosses septiques,117.2,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,13,,20 03 01,Déchets municipaux en mélange,4.6,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",13,,20 02 01,Déchets biodégradables,5.28,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",13,,20 03 01,Déchets municipaux en mélange,47.0,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,15 01 01,Emballages en papier/carton,15.28,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 01 01,Papier et carton,10.16,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,99.8,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 03 01,Déchets municipaux en mélange,10.84,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,13,,02 01 10,Déchets métalliques,2.36,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,01,,16 02 14,équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13,4.72,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,13,,20 01 40,Métaux,7580,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,ALLEMAGNE,16 08 04,Catalyseurs usés de craquage catalytique sur lit fluide (sauf rubrique 16 08 07),308,t/an
064.01012,RAFFINERIE DE BERRE,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,LUXEMBOURG,16 08 04,Catalyseurs usés de craquage catalytique sur lit fluide (sauf rubrique 16 08 07),730,t/an
064.01013,SOLAMAT-MEREX ROGNAC,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,13,,19 01 02,Déchets de déferraillage des mâchefers,2202,t/an
064.01018,APR (Acier Provence Recyclage),Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,19 01 02,Déchets de déferraillage des mâchefers,29600,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,15 01 06,Emballages en mélange,382,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,13,,06 04 99,Déchets non spécifiés ailleurs.,0.672,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,13,,12 01 99,Déchets non spécifiés ailleurs.,260,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,13,,16 05 09,"Produits chimiques mis au rebut autres que ceux visés aux rubriques 16 05 06, 16 05 07 ou 16 05 08.",6.4,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,13,,16 05 09,"Produits chimiques mis au rebut autres que ceux visés aux rubriques 16 05 06, 16 05 07 ou 16 05 08.",3.32,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",13,,20 03 04,Boues de fosses septiques,42.2,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,31,,10 02 10,Battitures de laminoir,39.8,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,26,,15 01 03,Emballages en bois,34,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,84,,15 01 03,Emballages en bois,312,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,13,,20 01 28,"Peinture, encres, colles et résines autres que celles visées à la rubrique 20 01 27",0.04,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,13,,20 01 36,"équipements électriques et électroniques mis au rebut autres que ceux visés aux rubriques 20 01 21, 20 01 23 et 20 01 35",110.2,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 01 39,Matières plastiques,8,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,31,,10 02 10,Battitures de laminoir,5840,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,69,,10 02 10,Battitures de laminoir,9940,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,73,,10 02 10,Battitures de laminoir,3900,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,ESPAGNE,10 02 10,Battitures de laminoir,6560,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,ITALIE,10 02 10,Battitures de laminoir,1628,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,13,,17 04 05,Fer et acier,53.0,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,13,,10 02 01,Déchets de laitiers de hauts fourneaux et d'aciéries,79800,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,ITALIE,10 02 10,Battitures de laminoir,2380,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,13,,15 01 03,Emballages en bois,117.4,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,26,,15 01 03,Emballages en bois,29.2,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,13,,15 01 06,Emballages en mélange,6.76,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,13,,16 01 03,Pneus hors d'usage,107.0,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,30,,16 02 14,équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13,6.54,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,30,,16 11 02,Revêtements de fours et réfractaires à base de carbone provenant de procédés métallurgiques autres que ceux visés à la rubrique 16 11 01,2720,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,13,,19 09 03,Boues de décarbonatation,502,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,13,,20 01 01,Papier et carton,68.8,t/an
064.01019,Asco Industries Usine de FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,13,,20 01 39,Matières plastiques,6.28,t/an
064.01027,DEPOTS PETROLIERS DE FOS SA,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,14,"Déchets minéraux (à l'exclusion des résidus d'opérations thermiques, des terre et boues de dragage polluées)",20592,t/an
064.01027,DEPOTS PETROLIERS DE FOS SA,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,19 10 01,Déchets de fer ou d'acier,14.74,t/an
064.01027,DEPOTS PETROLIERS DE FOS SA,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,13,,4,Déchets de bois,25.6,t/an
064.01027,DEPOTS PETROLIERS DE FOS SA,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,13,,8,Ordures ménagères,124.20,t/an
064.01027,DEPOTS PETROLIERS DE FOS SA,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,13,,9,Déchets banals des entreprises,21.32,t/an
064.01027,DEPOTS PETROLIERS DE FOS SA,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,03 03 08,Déchets provenant du tri de papier et de carton destinés au recyclage,16.04,t/an
064.01027,DEPOTS PETROLIERS DE FOS SA,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,17 02 01,Bois,22.12,t/an
064.01027,DEPOTS PETROLIERS DE FOS SA,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,13,,20 01 36,"équipements électriques et électroniques mis au rebut autres que ceux visés aux rubriques 20 01 21, 20 01 23 et 20 01 35",1.8,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,12 01 17,Déchets de grenaillage autres que ceux visés à la rubrique 12 01 16,417.64,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,13,,15 01 06,Emballages en mélange,341.6,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",30,,16 08 04,Catalyseurs usés de craquage catalytique sur lit fluide (sauf rubrique 16 08 07),101.8,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",13,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",259.24,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",13,,20 02 02,Terres et pierres,15.6,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",13,,05 01 10,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 05 01 09,740.88,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 01 01,Papier et carton,21.28,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),13,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,115.66,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,13,,05 01 99,Déchets non spécifiés ailleurs.,486.48,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,26,,07 01 99,Déchets non spécifiés ailleurs.,169.6,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,07,,16 08 04,Catalyseurs usés de craquage catalytique sur lit fluide (sauf rubrique 16 08 07),779.88,t/an
064.01029,Raffinerie ESSO,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,LUXEMBOURG,16 08 04,Catalyseurs usés de craquage catalytique sur lit fluide (sauf rubrique 16 08 07),172.4,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,05 06 99,Déchets non spéficiés ailleurs.,534,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,10 02 02,Laitiers non traités,542000,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,10 02 99,Déchets non spécifiés ailleurs.,9840,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,16 11 04,Autres revêtements de fours et réfractaires provenant de procédés métallurgiques non visés à la rubrique 16 11 03,39200,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",21400,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 01 08,Déchets de cuisine et de cantine biodégradables,226,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 01 99,Autres fractions non spécifiées ailleurs.,2260,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11 01 10,Boues et gâteaux de filtration autres que ceux visés à la rubrique 11 01 09,292,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,05 06 99,Déchets non spéficiés ailleurs.,46800,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,19 09 03,Boues de décarbonatation,4720,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,10 02 08,Déchets solides provenant de l'épuration des fumées autres que ceux visés à la rubrique 10 02 07,77600,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,10 02 10,Battitures de laminoir,89800,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,10 02 14,Boues et gâteaux de filtration provenant de l'épuration des fumées autres que ceux visés à la rubrique 10 02 13,120200,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,10 02 99,Déchets non spécifiés ailleurs.,104800,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,11 01 99,Déchets non spécifiés ailleurs.,5660,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,12 01 01,Limaille et chutes de métaux ferreux,12520,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,12 01 21,Déchets de meulage et matériaux de meulage autres que ceux visés à la rubrique 12 01 20,24200,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,10 02 02,Laitiers non traités,1806000,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,16 11 04,Autres revêtements de fours et réfractaires provenant de procédés métallurgiques non visés à la rubrique 16 11 03,4540,t/an
064.01052,ArcelorMittal FOS,Production de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,19 09 03,Boues de décarbonatation,2760,t/an
064.01056,Plateforme de La Mède,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",1954,t/an
064.01056,Plateforme de La Mède,Production de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",13,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,3280,t/an
064.01056,Plateforme de La Mède,Production de dÃ©chets non dangereux,2011,D12,"D12 Stockage permanent (par exemple, placement de conteneurs dans une mine, etc.)",13,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",498,t/an
064.01056,Plateforme de La Mède,Production de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,30,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",88,t/an
