Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite_admise,Quantite_traitee,Unite
052.01183,PENA ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 03 01,"Boues provenant du lavage, du nettoyage, de l'épluchage, de la centrifugation et de la séparation",276.000,276.000,t/an
067.00766,LINGENHELD ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,19 01 12,Mâchefers autres que ceux visés à la rubrique 19 01 11,66600.000,66600.000,t/an
055.03729,SUEZ RV Ouest - Ecopôle de Gueltas,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,48800.000,48800.000,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,05 07 99,Déchets non spécifiés ailleurs.,10.040,10.040,t/an
070.01271,ARF,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,15 01 04,Emballages métalliques,340.000,340.000,t/an
068.04652,SUEZ ORGANIQUE - FERTI LOMAGNE,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,02 05 02,Boues provenant du traitement in situ des effluents,1832.000,1832.000,t/an
064.01000,ORTEC INDUSTRIE / VALORTEC,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 09 04,Charbon actif usé,6.840,6.840,t/an
072.01985,SUEZ RR IWS Chemicals France,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,02 03 99,Déchets non spécifiés ailleurs.,55.800,55.800,t/an
055.00708,Usine d'incinération de Concarneau,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,9,Déchets banals des entreprises,3012.000,3012.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,15 02 03,"Absorbants, matériaux filtrants, chiffons d'essuyage et vêtements de protection autres que ceux visés à la rubrique 15 02 02.",0.000,76.200,t/an
063.03809,SECHE ECO INDUSTRIES site : la Cousinière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,17.040,17.040,t/an
064.04706,Centre de traitement des déchets du Vallon du Fou,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 08 05,Boues provenant du traitement des eaux usées urbaines,9860.000,9860.000,t/an
070.01630,Usine de Sous Le Bois,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,20 01 99,Autres fractions non spécifiées ailleurs.,748.000,748.000,t/an
061.03196,ISDND de Satolas,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10,Dechets provenant de procedes thermiques :,94000.000,94000.000,t/an
070.00571,SUEZ RV Lourches,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,19 12 03,Métaux non ferreux,18.760,18.760,t/an
070.00461,Insatallation de Stockage de déchets de Lewarde,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 09 08,Noyaux et moules de fonderie ayant subi la coulée autres que ceux visés à la rubrique 10 09 07,4400.000,4400.000,t/an
052.00361,SIAP,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,19 09 04,Charbon actif usé,170.800,170.800,t/an
067.02408,C.S.D.N.D. de Châtenois,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,9,Déchets banals des entreprises,267.200,267.200,t/an
064.00061,AQUAVAL,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,2,Boues d'effluents industriels,18040.000,18040.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,07 07 99,Déchets non spécifiés ailleurs.,0.000,86.400,t/an
100.01408,ORVADE,Traitement de dÃ©chets non dangereux,2011,R11,R11 Utilisation de déchets résiduels obtenus à partir de l'une des opérations numérotées R 1 à R 10,,,20 03 01,Déchets municipaux en mélange,4640.000,4640.000,t/an
064.06274,SPUR ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,05 07 99,Déchets non spécifiés ailleurs.,32.600,32.600,t/an
249.00044,COVED - ISDND de Champigny,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,9,Déchets banals des entreprises,36960.000,36960.000,t/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,16 10 02,Déchets liquides aqueux autres que ceux visés à la rubrique 16 10 01,179.000,179.000,t/an
063.03809,SECHE ECO INDUSTRIES site : la Cousinière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 10 04,Fraction légère des résidus de broyage et poussières autres que celles visées à la rubrique 19 10 03,94800.000,94800.000,t/an
062.00725,Usine de Xeuilley,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,19 12 10,Déchets combustibles (combustible issu de déchets),28000.000,28000.000,t/an
164.00363,SICTOM NORD ALLIER,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 01,Déchets municipaux en mélange,67000.000,67000.000,t/an
052.06586,CEPB,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,12 01 17,Déchets de grenaillage autres que ceux visés à la rubrique 12 01 16,398.000,398.000,t/an
063.03809,SECHE ECO INDUSTRIES site : la Cousinière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 12 12,Autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11.,228000.000,228000.000,t/an
070.04230,AMBRE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",1426.000,1426.000,t/an
063.00908,Lafarge ciments,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,08 01 12,Déchets de peintures ou vernis autres que ceux visés à la rubrique 08 01 11,47.400,47.400,t/an
063.02155,CVED Pontmain,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,20 01 99,Autres fractions non spécifiées ailleurs.,3060.000,3060.000,t/an
051.06008,VALOR'AISNE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,2,Boues d'effluents industriels,1080.000,1080.000,t/an
067.00536,SENERVAL,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,8,Ordures ménagères,916000.000,916000.000,t/an
055.16552,SASU de LOTHUEN,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,13340.000,13340.000,t/an
051.06410,SUEZ ORGANIQUE,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,36880.000,36880.000,t/an
064.06274,SPUR ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,19 09 04,Charbon actif usé,167.800,167.800,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,19 07 03,Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.,0.000,49.600,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,08 03 99,Déchets non spécifiés ailleurs.,0.000,37.400,t/an
054.01887,COVED - ISDND de Saint-Florentin,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",15480.000,15480.000,t/an
064.02802,SIPR DEFENSE,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,17 04 05,Fer et acier,1400.000,1400.000,t/an
061.02859,SIRA,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,16 07 99,Déchets non spécifiés ailleurs.,68.000,68.000,t/an
061.07131,NICOLLIN SAS,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,07 07 99,Déchets non spécifiés ailleurs.,32.000,32.000,t/an
735.28801,Station d'épuration de St Malo,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,19 08 09,Mélanges de graisse et d'huile provenant de la séparation huile/eaux usées ne contenant que des huiles et graisses alimentaires,135.800,135.800,t/an
065.06419,SITREM,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,20 03 06,Déchets provenant du nettoyage des égouts,262.000,262.000,t/an
054.01296,Usine de Frangey,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,10 12 06,Moules déclassés,9640.000,9640.000,t/an
253.00013,Communauté de Communes du Pays de Gueugnon,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 01 99,Autres fractions non spécifiées ailleurs.,0.200,0.200,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,19 09 04,Charbon actif usé,2.840,2.840,t/an
052.09193,SUEZ ORGANIQUE SAS - TERRES DES GAVES,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 05 02,Fraction non compostée des déchets animaux et végétaux,11580.000,11580.000,t/an
062.01431,VTB,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,17 01 07,"Mélanges de béton, briques, tuiles et céramiques autres que ceux visés à la rubrique 17 01 06.",11720.000,11720.000,t/an
062.01724,SEDE (site de Vannecourt 57),Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 09 03,Boues de décarbonatation,2200.000,2200.000,t/an
054.02224,COVED - ISDND de Vic de Chassenay,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,8,Ordures ménagères,154000.000,154000.000,t/an
052.01873,SICTOM DU MARSAN,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,5520.000,5520.000,t/an
053.00463,CIMENTS CALCIA - Usine de Ranville,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,19 07 03,Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.,16440.000,16440.000,t/an
065.03069,CTSDU de Villeparisis (SITA FD),Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 11 99,Déchets non spécifiés ailleurs.,5.700,5.700,t/an
070.02038,BAUDELET Métaux,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,9,Déchets banals des entreprises,16320.000,17680.000,t/an
057.01080,Centre de stockage des déchets d'Eteignières,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,4,Déchets de bois,24000.000,3904.000,t/an
054.01112,CET DE DRAMBON CLASSE 1 ET 2,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 09 08,Noyaux et moules de fonderie ayant subi la coulée autres que ceux visés à la rubrique 10 09 07,1000.000,1000.000,t/an
067.00673,Station d'épuration des eaux usées de l'Eurométropole de Strasbourg,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,19 08 09,Mélanges de graisse et d'huile provenant de la séparation huile/eaux usées ne contenant que des huiles et graisses alimentaires,654.000,654.000,t/an
070.00463,Installation de stockage de déchets d'HERSIN COUPIGNY,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,19 07 03,Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.,29800.000,29800.000,t/an
072.02617,Séché Eco-Industries,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,17 01 01,Béton,148.800,148.800,t/an
070.03529,IKOS ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,20 01 38,Bois autres que ceux visés à la rubrique 20 01 37,177.800,177.800,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,0.000,62.800,t/an
051.00311,ISDND de Flavigny-le-Grand et Beaurain,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,8,Ordures ménagères,214800.000,214800.000,t/an
052.00361,SIAP,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,20 03 01,Déchets municipaux en mélange,5.920,5.920,t/an
065.06419,SITREM,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,08 01 12,Déchets de peintures ou vernis autres que ceux visés à la rubrique 08 01 11,93.600,93.600,t/an
221.00281,COMMUNE DE LA DESIRADE,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,8,Ordures ménagères,2912.000,2912.000,t/an
059.01288,I.S.D.D.de Vaivre - Pusey,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 01 14,Cendres volantes autres que celles visées à la rubrique 19 01 13,900.000,900.000,t/an
062.01477,CEDILOR,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,09 01 08,Pellicules et papiers photographiques sans argent ni composés de l'argent,0.386,0.386,t/an
055.03739,ECOSITE CROIX IRTELLE,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,16 01 19,Matières plastiques,142.600,142.600,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,08 03 07,Boues aqueuses contenant de l'encre,0.000,47.000,t/an
064.00998,SOLAMAT MEREX FOS-SUR-MER,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 08 05,Boues provenant du traitement des eaux usées urbaines,173.600,173.600,t/an
068.03607,BRALEY Rouergue Loca Benne SARL,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,5800.000,5800.000,t/an
064.06623,ISDND DU BEYNON,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 01,Déchets municipaux en mélange,171800.000,171800.000,t/an
051.06026,SUEZ Eau Indsutrielle,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,19 09 06,Solutions et boues provenant de la régénération des échangeurs d'ions,2460.000,2460.000,t/an
711.06900,STEP - CARCASSONNE nouvelle,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,0.000,7200.000,t/an
061.07044,ISD de Donzère,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",230000.000,230000.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,19 01 18,Déchets de pyrolyse autres que ceux visés à la rubrique 19 01 17,0.000,9.440,t/an
061.07131,NICOLLIN SAS,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,25.600,25.600,t/an
055.03914,Four d'incinération de Zone Portuaire,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,19 08 05,Boues provenant du traitement des eaux usées urbaines,7860.000,7860.000,t/an
062.02326,ISDND de La Haie Rousse,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 01 12,Mâchefers autres que ceux visés à la rubrique 19 01 11,294.000,294.000,t/an
054.01112,CET DE DRAMBON CLASSE 1 ET 2,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,10 01 02,Cendres volantes de charbon,6580.000,6580.000,t/an
070.00877,SHL,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,16 07 99,Déchets non spécifiés ailleurs.,4.000,4.000,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,20 03 01,Déchets municipaux en mélange,24800.000,24800.000,t/an
065.08769,GUINOT,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,1,Déchets de préparations chimiques,112.400,112.400,t/an
067.04545,AGRIVALOR Bergheim,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",17920.000,17920.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,16 02 14,équipements mis au rebut autres que ceux visés aux rubriques 16 02 09 à 16 02 13,0.000,0.004,t/an
070.04230,AMBRE,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,17 05 06,Boues de dragage autres que celles visées à la rubrique 17 05 05,1508.000,1508.000,t/an
066.03983,PLATE-FORME DE COMPOSTAGE ELNE,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",20240.000,20240.000,t/an
064.02597,PROVENCE COMPOST,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,62800.000,62800.000,t/an
059.00978,EQIOM,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,12 01 15,Boues d'usinage autres que celles visées à la rubrique 12 01 14,3520.000,3520.000,t/an
065.03296,Centre de Stockage de Déchets Ultimes de Guitrancourt,Traitement de dÃ©chets non dangereux,2011,D12,"D12 Stockage permanent (par exemple, placement de conteneurs dans une mine, etc.)",,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,31800.000,31800.000,t/an
067.04530,AGRO-LOGIC,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 06 99,Déchets non spécifiés ailleurs.,518.000,518.000,t/an
070.01311,SARL ARTOIS METAUX,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,20 01 01,Papier et carton,36000.000,4380.000,t/an
063.01310,BRANGEON SERVICES,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 08 05,Boues provenant du traitement des eaux usées urbaines,440.000,440.000,t/an
062.00282,CTSDU de Jeandelaincourt,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 02 06,Boues provenant des traitements physicochimiques autres que celles visées à la rubrique 19 02 05,386.000,386.000,t/an
072.01595,SCORI,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,08 04 12,Boues de colles et mastics autres que celles visées à la rubrique 08 04 11,4.240,4.240,t/an
063.03809,SECHE ECO INDUSTRIES site : la Cousinière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 08 14,Boues provenant d'autres traitements des eaux usées industrielles autres que celles visées à la rubrique 19 08 13,16.160,16.160,t/an
051.03936,IDEX ENVIRONNEMENT AGRIVAL,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 03 01,"Boues provenant du lavage, du nettoyage, de l'épluchage, de la centrifugation et de la séparation",342.000,342.000,t/an
061.02272,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,06 08 99,Déchets non spécifiés ailleurs.,3.760,3.760,t/an
