Identifiant,Nom_Etablissement,Dechet,Annee,Code_Operation_Eliminatio_Valorisation,Libelle_Operation_Eliminatio_Valorisation,Code_Departement,Pays,Code_Dechet,Libelle_Dechet,Quantite_admise,Quantite_traitee,Unite
070.00969,SOGEREP,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,12 01 01,Limaille et chutes de métaux ferreux,90.800,90.800,t/an
055.04337,SECHE ECO INDUSTRIES,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 09 99,Déchets non spécifiés ailleurs.,4980.000,4980.000,t/an
062.00900,Carrières et Fours à Chaux de Dugny,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,19 12 04,Matières plastiques et caoutchouc,7600.000,7400.000,t/an
061.04509,UIOM VALEZAN,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,7240.000,6920.000,t/an
062.07626,LINGENHELD ENVIRONNEMENT LORRAINE - Centre de valorisation METZ-NANCY-LORRAINE,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 02 02,Terres et pierres,1828.000,1828.000,t/an
165.00127,SICTOM VELAY PILAT,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,9,Déchets banals des entreprises,5720.000,5720.000,t/an
053.03658,SUEZ RV Normandie - ISDND d'Isigny-le-Buat,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 01 99,Autres fractions non spécifiées ailleurs.,60800.000,60800.000,t/an
068.03711,I.S.D.N.D de BERBIAC,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 01,Déchets municipaux en mélange,100000.000,96400.000,t/an
072.02617,Séché Eco-Industries,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 01 12,Mâchefers autres que ceux visés à la rubrique 19 01 11,17600.000,17600.000,t/an
058.03758,SDOMODE Valorisle - Plateforme multifilières de Martainville,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 01 03,Déchets de tissus végétaux,16300.000,16300.000,t/an
061.03586,LAFARGE - USINE DU VAL D'AZERGUES,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,16 03 06,Déchets d'origine organique autres que ceux visés à la rubrique 16 03 05.,2080.000,2080.000,t/an
063.03521,LES PAGANNES SCEA,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,7,"Fèces, urines et fumier animaux",51200.000,51200.000,t/an
101.00127,CSD de Saint Triviers de Courtes,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,9,Déchets banals des entreprises,52.000,52.000,t/an
062.02392,SOVVAD,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,20 03 01,Déchets municipaux en mélange,127600.000,127600.000,t/an
056.00202,PRADIER Eric - RECUP'AUTO,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,16 01 03,Pneus hors d'usage,5.300,5.300,t/an
066.01050,GDE Montpellier,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,19 12 03,Métaux non ferreux,2900.000,2900.000,t/an
063.01161,SEDA - Classe I,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,06 13 99,Déchets non spécifiés ailleurs.,35.800,35.800,t/an
250.00023,VALEST,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 01 03,Déchets de tissus végétaux,126.800,126.800,t/an
100.07095,DECHAMBRE Jean Michel,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,03 03 11,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 03 03 10,432.000,432.000,t/an
100.08113,CVE PITHIVIERS,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,07 02 99,Déchets non spécifiés ailleurs.,110.000,110.000,t/an
052.05417,AES Action Environnement Services,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 02 04,Boues provenant du traitement in situ des effluents,9100.000,9100.000,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,17 06 04,Matériaux d'isolation autres que ceux visés aux rubriques 17 06 01 et 17 06 03,0.160,0.160,t/an
068.04812,Trigone SMDT Eau et Déchets du GERS site de LE HOUGA,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,8,Ordures ménagères,68000.000,68000.000,t/an
064.00441,VALOREF,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,16 11 06,Revêtements de fours et réfractaires provenant de procédés non métallurgiques autres que ceux visés à la rubrique 16 11 05.,16300.000,16300.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,02 03 99,Déchets non spécifiés ailleurs.,0.000,2.560,t/an
058.00313,SONOLUB,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,05 07 99,Déchets non spécifiés ailleurs.,32.400,32.400,t/an
070.04361,OCTEVA,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,20 02 01,Déchets biodégradables,44400.000,42400.000,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,07 06 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 06 11,11.040,11.040,t/an
073.00161,SM pour la valorisation des déchets (SYVADEC),Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,8,Ordures ménagères,133600.000,133600.000,t/an
068.04651,PLATE FORME DE COMPOSTAGE DE THUIR,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,19 08 12,Boues provenant du traitement biologique des eaux usées industrielles autres que celles visées à la rubrique 19 08 11,846.000,846.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,02 06 99,Déchets non spécifiés ailleurs.,0.000,0.760,t/an
062.00725,Usine de Xeuilley,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,10 02 02,Laitiers non traités,112200.000,56000.000,t/an
059.00881,CDTOM,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,8,Ordures ménagères,2848.000,2848.000,t/an
182.00036,Centre de compostage de Bioterra,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,10 01 01,"Mâchefers, scories et cendres sous chaudière (sauf cendres sous chaudière visées à la rubrique 10 01 04)",123.000,123.000,t/an
052.00361,SIAP,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,17 04 03,Plomb,1.200,1.200,t/an
058.01240,LINEX PANNEAUX,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,08 04 10,Déchets de colles et mastics autres que ceux visés à la rubrique 08 04 09,6.000,6.000,t/an
063.00901,SECHE ECO INDUSTRIES site de L'Oisonnière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,16 08 03,Catalyseurs usés contenant des métaux ou composés de métaux de transition non spécifiés ailleurs,21.600,21.600,t/an
106.00036,GDE Givors,Traitement de dÃ©chets non dangereux,2011,"R4 ",R4 Recyclage ou récupération des métaux et des composés métalliques,,,19 12 02,Métaux ferreux,21400.000,21400.000,t/an
100.00648,Ciments Calcia,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,10 02 10,Battitures de laminoir,880.000,880.000,t/an
065.07088,VERT COMPOST,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",37840.000,37840.000,t/an
062.01477,CEDILOR,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,08 01 99,Déchets non spécifiés ailleurs.,40.600,40.600,t/an
065.00641,GEREP,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,11 01 99,Déchets non spécifiés ailleurs.,19.920,19.920,t/an
063.01329,Unité de Tri-Compostage VALOR3E,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 03 01,Déchets municipaux en mélange,12900.000,8340.000,t/an
064.00678,PROFER marseille,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,17 04 07,Métaux en mélange,128600.000,128600.000,t/an
055.00400,MANOIR SAINT BRIEUC,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 09 03,Laitiers de four de fonderie,3460.000,3460.000,t/an
072.06396,POITOU COMPOST,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,07 06 12,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 07 06 11,180.200,180.200,t/an
071.00041,ILEVA - Plate forme compostage Port,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,5,"Déchets animaux et végétaux (à l'exclusion des déchets animaux de la préparation des aliments et produits alimentaires ainsi que des fèces, urines et fumier animaux)",117200.000,117200.000,t/an
065.03709,LCPP LABO CENTRAL PREF POLICE,Traitement de dÃ©chets non dangereux,2011,D14,D14 Reconditionnement préalablement à l'une des opérations numérotées D 1 à D 13,,,16 03 04,Déchets d'origine minérale autres que ceux visés à la rubrique 16 03 03,23.200,23.200,t/an
058.01842,ETARES,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,19 08 01,Déchets de dégrillage,1696.000,1696.000,t/an
066.02440,ONYX LR,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,19 12 07,Bois autres que ceux visés à la rubrique 19 12 06,22.000,3180.000,t/an
060.00529,ISDND,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 07,Déchets encombrants,666.000,666.000,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,R13,"R13 Stockage de déchets préalablement à l'une des opérations numérotées R 1 à R 12 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,18 01 04,"Déchets dont la collecte et l'élimination ne font pas l'objet de prescriptions particulières vis-à-vis des risques d'infection (par exemple vêtements, plâtres, draps, vêtements jetables, langes)",2.280,2.280,t/an
063.02132,FERS,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,2,Boues d'effluents industriels,1076.000,1076.000,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,15 01 05,Emballages composites,0.000,121.400,t/an
057.03580,FRESNOY ENVIRONNEMENT,Traitement de dÃ©chets non dangereux,2011,D15,"D15 Stockage préalablement à l'une des opérations numérotées D 1 à D 14 (à l'exclusion du stockage temporaire, avant collecte, sur le site de production)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",21600.000,6320.000,t/an
052.06362,Communauté des Communes du Canton d'ORTHEZ (CCO),Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 03 01,Déchets municipaux en mélange,1856.000,1856.000,t/an
061.03190,Trédi,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,16 01 15,Antigels autres que ceux visés à la rubrique 16 01 14,31.400,31.400,t/an
059.02924,SUEZ RV CENTRE EST,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 01 99,Autres fractions non spécifiées ailleurs.,100200.000,100200.000,t/an
068.02883,SEPS,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,11940.000,11940.000,t/an
070.00843,MALAQUIN SAS,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 02 15,Autres boues et gâteaux de filtration,398.000,398.000,t/an
054.01112,CET DE DRAMBON CLASSE 1 ET 2,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 03 04,Matières impropres à la consommation ou à la transformation,193.000,193.000,t/an
051.06026,SUEZ Eau Indsutrielle,Traitement de dÃ©chets non dangereux,2011,"D8 ","D8 Traitement biologique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12",,,19 07 03,Lixiviats de décharges autres que ceux visés à la rubrique 19 07 02.,20800.000,20800.000,t/an
058.00420,Ecologic Petroleum Recovery,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,08 01 99,Déchets non spécifiés ailleurs.,488.000,488.000,t/an
057.01180,ISDND SOMMAUTHE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,10 09 06,Noyaux et moules de fonderie n'ayant pas subi la coulée autres que ceux visés à la rubrique 10 09 05,1502.000,1502.000,t/an
100.03878,CIMENTS CALCIA,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,10,Dechets provenant de procedes thermiques :,540.000,540.000,t/an
055.01935,FDB,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,10 09 12,Autres fines non visées à la rubrique 10 09 11,1672.000,1672.000,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,08 02 02,Boues aqueuses contenant des matériaux céramiques,27.600,27.600,t/an
063.05190,GAEC Brunetière,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 01 06,"Fèces, urine et fumier (y compris paille souillée), effluents, collectés séparément et traités hors site",3800.000,3800.000,t/an
067.00569,ISDND de Retzwiller/Wolfersdorf,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 01 99,Autres fractions non spécifiées ailleurs.,12920.000,12920.000,t/an
128.00026,DELLE FONDERIE,Traitement de dÃ©chets non dangereux,2011,D13,D13 Regroupement préalablement à l'une des opérations numérotées D 1 à D 12,,,12 01 17,Déchets de grenaillage autres que ceux visés à la rubrique 12 01 16,12.000,12.000,t/an
058.00311,EQIOM,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,19 13 04,Boues provenant de la décontamination des sols autres que celles visées à la rubrique 19 13 03,52.000,52.000,t/an
057.02254,Communauté de Communes VITRY LE FRANCOIS,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,17 09 04,"Déchets de construction et de démolition en mélange autres que ceux visés aux rubriques 17 09 01, 17 09 02 et 17 09 03.",1744.000,1744.000,t/an
062.02326,ISDND de La Haie Rousse,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,20 02 01,Déchets biodégradables,6500.000,6500.000,t/an
070.03172,PHOENIX SERVICES AGENCE DE DUNKERQUE,Traitement de dÃ©chets non dangereux,2011,"R5 ",R5 Recyclage ou récupération d'autres matières inorganiques,,,17 01 02,Briques,4340.000,3640.000,t/an
063.01109,SOTREMO,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,12 01 05,Déchets de matières plastiques d'ébarbage et de tournage,19.520,19.520,t/an
063.00901,SECHE ECO INDUSTRIES site de L'Oisonnière,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11 05 99,Déchets non spécifiés ailleurs.,9.720,9.720,t/an
055.03680,Société Armoricaine de Valorisation Energétique,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,19 08 05,Boues provenant du traitement des eaux usées urbaines,36600.000,36600.000,t/an
068.02560,ECONOTRE,Traitement de dÃ©chets non dangereux,2011,"R1 ",R1 Utilisation principale comme combustible ou autre moyen de produire de l'énergie,,,8,Ordures ménagères,504000.000,504000.000,t/an
063.01161,SEDA - Classe I,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 01 19,Sables provenant de lits fluidisés,157.200,157.200,t/an
058.01842,ETARES,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,17 02 03,Matières plastiques,14.000,14.000,t/an
058.01842,ETARES,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,17 03 02,Mélanges bitumineux autres que ceux visés à la rubrique 17 03 01,2420.000,2420.000,t/an
061.06990,Installation de stockage de Déchets non Dangereux,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,17 05 04,Terres et cailloux autres que ceux visés à la rubrique 17 05 03,3080.000,3080.000,t/an
057.01180,ISDND SOMMAUTHE,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,19 09 03,Boues de décarbonatation,107.200,107.200,t/an
100.05151,SETRAD - Saint Palais,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",65200.000,65200.000,t/an
062.04551,Site Valeco-Toul,Traitement de dÃ©chets non dangereux,2011,"R3 ",R3 Recyclage ou récupération des substances organiques qui ne sont pas utilisées comme solvants (y compris les opérations de compostage et autres transformations biologiques),,,02 05 02,Boues provenant du traitement in situ des effluents,720.000,720.000,t/an
064.00322,OREDUI,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,19 05 99,Déchets non spécifiés ailleurs.,26.400,26.400,t/an
061.02835,Centre de Stockage de Déchets Ultimes du Marais,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,15,"Emballages et déchets d'emballages, absorbants, chiffons d'essuyage, matériaux filtrants et vêtements de protection non spécifiés ailleurs :",13960.000,13960.000,t/an
070.01271,ARF,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,08 01 16,Boues aqueuses contenant de la peinture ou du vernis autres que celles visées à la rubrique 08 01 15,2.760,2.760,t/an
070.00951,SOTRENOR,Traitement de dÃ©chets non dangereux,2011,D10,D10 Incinération à terre,,,08 01 14,Boues provenant de peintures ou vernis autres que celles visées à la rubrique 08 01 13,0.000,11.440,t/an
070.01104,LA VITROCELLE NOUVELLE,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,20 01 01,Papier et carton,124.000,124.000,t/an
071.00070,SUEZ RV REUNION - ISDnD de Ste Suzanne,Traitement de dÃ©chets non dangereux,2011,"D1 ","D1 Dépôt sur ou dans le sol (par exemple, mise en décharge, etc.)",,,11,"Déchets provenant du traitement chimique de surface et du revêtement des métaux et autres matériaux, et de l'hydrométallurgie des métaux non ferreux :",15720.000,15720.000,t/an
065.03069,CTSDU de Villeparisis (SITA FD),Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,06 11 99,Déchets non spécifiés ailleurs.,314.000,314.000,t/an
072.02968,INTERNATIONAL PAPER,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,03 03 11,Boues provenant du traitement in situ des effluents autres que celles visées à la rubrique 03 03 10,4180.000,4180.000,t/an
060.03018,alveol,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,20 03 07,Déchets encombrants,46000.000,46000.000,t/an
070.01271,ARF,Traitement de dÃ©chets non dangereux,2011,R12,R12 Echange de déchets en vue de les soumettre à l'une des opérations numérotées R 1 à R 11,,,05 06 99,Déchets non spéficiés ailleurs.,3.120,3.120,t/an
067.00412,TREDI Centre de Hombourg,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,06 01 99,Déchets non spécifiés ailleurs.,13.200,13.200,t/an
100.04012,SUEZ Recyclage et Valorisation Centre Ouest - Installation de Stockage de Déchets non dangereux de SONZAY,Traitement de dÃ©chets non dangereux,2011,"D5 ","D5 Mise en décharge spécialement aménagée (par exemple, placement dans des alvéoles étanches séparées, recouvertes et isolées les unes et les autres et de l'environnement etc.)",,,12,Déchets provenant de la mise en forme du traitement physique et mécanique de surface des métaux et matières plastiques :,4640.000,4640.000,t/an
052.00361,SIAP,Traitement de dÃ©chets non dangereux,2011,"D9 ","D9 Traitement physico-chimique non spécifié ailleurs dans la présente annexe, aboutissant à des composés ou à des mélanges qui sont éliminés selon l'un des procédés numérotés D 1 à D 12 (par exemple, évaporation, séchage, calcination, etc.)",,,11 01 14,Déchets de dégraissage autres que ceux visés à la rubrique 11 01 13,17.280,17.280,t/an
