Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
065.07069,SIRR Syndicat Intercommunal Rambouillet,2010,Sol,Plomb et composés (exprimés en tant que Pb),52,kg/an
065.07069,SIRR Syndicat Intercommunal Rambouillet,2010,Sol,Zinc et composés (exprimés en tant que Zn),891,kg/an
065.07099,COSSON,2010,Air,Méthane (CH4),834000,kg/an
065.07099,COSSON,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10200000,kg/an
065.07099,COSSON,2010,Air,CO2 Total d'origine biomasse uniquement,10200000,kg/an
065.07099,COSSON,2010,Eau (direct),Ammoniac (NH3),29.7,kg/an
065.07291,Stockage Souterrain de Saint Clair sur Epte,2010,Air,Composés organiques volatils non méthaniques (COVNM),38800,kg/an
065.07291,Stockage Souterrain de Saint Clair sur Epte,2010,Air,Méthane (CH4),275000,kg/an
065.07291,Stockage Souterrain de Saint Clair sur Epte,2010,Air,Oxydes d'azote (NOx/NO2),141000,kg/an
065.07535,DALKIA (CH René Dubost),2010,Air,CO2 Total d'origine non biomasse uniquement,12700000,kg/an
065.07535,DALKIA (CH René Dubost),2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),12700000,kg/an
065.08159,KNAUF Plâtres,2010,Air,CO2 Total d'origine non biomasse uniquement,45500000,kg/an
065.08159,KNAUF Plâtres,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),45500000,kg/an
065.08345,CHR HANSEN FRANCE SAS,2010,Eau (indirect),Azote total,168000,kg/an
065.08345,CHR HANSEN FRANCE SAS,2010,Eau (indirect),Demande biologique en oxygène (DBO5),1210000,kg/an
065.08345,CHR HANSEN FRANCE SAS,2010,Eau (indirect),Demande chimique en oxygène (DCO),1540000,kg/an
065.08345,CHR HANSEN FRANCE SAS,2010,Eau (indirect),Phosphore total,27000,kg/an
065.08345,CHR HANSEN FRANCE SAS,2010,Eau (indirect),Zinc et composés (exprimés en tant que Zn),136,kg/an
065.08377,PRISM'O,2010,Eau (indirect),Demande chimique en oxygène (DCO),204000,kg/an
065.08485,East Balt France,2010,Air,Hydrochlorofluorocarbures (HCFC),60,kg/an
065.08918,Centre CEA Paris-Saclay - Site de Saclay,2010,Air,CO2 Total d'origine non biomasse uniquement,17700000,kg/an
065.08918,Centre CEA Paris-Saclay - Site de Saclay,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17700000,kg/an
065.09350,REFINAL INDUSTRIES,2010,Air,Chlorofluorocarbures (CFC),5,kg/an
065.09507,SUEZ RV IDF ISDND de La Butte Bellot,2010,Air,Méthane (CH4),318000,kg/an
065.09507,SUEZ RV IDF ISDND de La Butte Bellot,2010,Eau (indirect),Ammoniac (NH3),446,kg/an
065.09651,VAL HORIZON,2010,Air,Méthane (CH4),317000,kg/an
065.09809,LUNDIN INTERNATIONAL,2010,Air,Composés organiques volatils non méthaniques (COVNM),36400,kg/an
065.10009,ENORIS (VICTOR BASCH),2010,Air,CO2 Total d'origine non biomasse uniquement,11600000,kg/an
065.10009,ENORIS (VICTOR BASCH),2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11600000,kg/an
065.10421,SEMAVERT - ISDND,2010,Air,Méthane (CH4),1330000,kg/an
065.10421,SEMAVERT - ISDND,2010,Air,Oxydes d'azote (NOx/NO2),110000,kg/an
065.10421,SEMAVERT - ISDND,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),46000000,kg/an
065.10421,SEMAVERT - ISDND,2010,Air,CO2 Total d'origine biomasse uniquement,46000000,kg/an
065.11605,EDF R&D Site des Renardières,2010,Air,Hydrochlorofluorocarbures (HCFC),12,kg/an
065.11605,EDF R&D Site des Renardières,2010,Air,Hydroflurocarbures (HFC),793,kg/an
065.11605,EDF R&D Site des Renardières,2010,Eau (direct),Cadmium et composés (exprimés en tant que Cd),9.9,kg/an
065.12368,EDF Division Production Energie Thermique,2010,Air,Oxydes d'azote (NOx/NO2),121000,kg/an
065.12368,EDF Division Production Energie Thermique,2010,Air,CO2 Total d'origine non biomasse uniquement,99500000,kg/an
065.12368,EDF Division Production Energie Thermique,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),99500000,kg/an
065.12680,Chaufferie de Sarcelles,2010,Air,CO2 Total d'origine non biomasse uniquement,44100000,kg/an
065.12680,Chaufferie de Sarcelles,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),44100000,kg/an
065.13201,EDF Turbines à Combustion de MONTEREAU,2010,Air,CO2 Total d'origine non biomasse uniquement,48100000,kg/an
065.13201,EDF Turbines à Combustion de MONTEREAU,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),48100000,kg/an
066.00081,TERREAL CASTELNAUDARY,2010,Air,Fluor et composés inorganiques (en tant que HF),9240,kg/an
066.00081,TERREAL CASTELNAUDARY,2010,Air,CO2 Total d'origine non biomasse uniquement,10900000,kg/an
066.00081,TERREAL CASTELNAUDARY,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10900000,kg/an
066.00156,TERREAL LE SEGALA,2010,Air,CO2 Total d'origine non biomasse uniquement,20300000,kg/an
066.00156,TERREAL LE SEGALA,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20300000,kg/an
066.00171,TERREAL LASBORDES,2010,Air,CO2 Total d'origine non biomasse uniquement,19500000,kg/an
066.00171,TERREAL LASBORDES,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19500000,kg/an
066.00237,SITA SUD - ISDND de LAMBERT,2010,Air,Méthane (CH4),1490000,kg/an
066.00237,SITA SUD - ISDND de LAMBERT,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20300000,kg/an
066.00237,SITA SUD - ISDND de LAMBERT,2010,Air,CO2 Total d'origine biomasse uniquement,20300000,kg/an
066.00247,Etablissement de Malvesi,2010,Air,Ammoniac (NH3),44100,kg/an
066.00247,Etablissement de Malvesi,2010,Air,Composés organiques volatils non méthaniques (COVNM),45100,kg/an
066.00247,Etablissement de Malvesi,2010,Air,Oxydes d'azote (NOx/NO2),232000,kg/an
066.00247,Etablissement de Malvesi,2010,Air,Protoxyde d'azote (N2O),893000,kg/an
066.00247,Etablissement de Malvesi,2010,Air,CO2 Total d'origine non biomasse uniquement,20800000,kg/an
066.00247,Etablissement de Malvesi,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20800000,kg/an
066.00256,FRANCEAGRIMER,2010,Air,Composés organiques volatils non méthaniques (COVNM),78900,kg/an
066.00262,LAFARGEHOLCIM CIMENTS,2010,Air,Acide cyanhydrique (HCN),645,kg/an
066.00262,LAFARGEHOLCIM CIMENTS,2010,Air,Benzène,1680,kg/an
066.00262,LAFARGEHOLCIM CIMENTS,2010,Air,Monoxyde de carbone (CO),1570000,kg/an
066.00262,LAFARGEHOLCIM CIMENTS,2010,Air,Oxydes d'azote (NOx/NO2),691000,kg/an
066.00262,LAFARGEHOLCIM CIMENTS,2010,Air,CO2 Total d'origine non biomasse uniquement,482000000,kg/an
066.00262,LAFARGEHOLCIM CIMENTS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),502000000,kg/an
066.00262,LAFARGEHOLCIM CIMENTS,2010,Air,CO2 Total d'origine biomasse uniquement,20000000,kg/an
066.00334,TERREAL SAINT MARTIN LALANDE,2010,Air,Chlore et composés inorganiques (en tant que HCl),12400,kg/an
066.00334,TERREAL SAINT MARTIN LALANDE,2010,Air,Fluor et composés inorganiques (en tant que HF),5880,kg/an
066.00334,TERREAL SAINT MARTIN LALANDE,2010,Air,CO2 Total d'origine non biomasse uniquement,18500000,kg/an
066.00334,TERREAL SAINT MARTIN LALANDE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18500000,kg/an
066.00421,TAMARIS INDUSTRIES,2010,Air,Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),0.000112,kg/an
066.00429,EDF CPE Aramon,2010,Air,Nickel et composés (exprimés en tant que Ni),707,kg/an
066.00429,EDF CPE Aramon,2010,Air,Oxydes de soufre (SOx/SO2),830000,kg/an
066.00429,EDF CPE Aramon,2010,Air,Oxydes d'azote (NOx/NO2),820000,kg/an
066.00429,EDF CPE Aramon,2010,Air,CO2 Total d'origine non biomasse uniquement,272000000,kg/an
066.00429,EDF CPE Aramon,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),272000000,kg/an
066.00429,EDF CPE Aramon,2010,Eau (direct),Arsenic et composés (exprimés en tant que As),24.3,kg/an
066.00429,EDF CPE Aramon,2010,Eau (direct),Cadmium et composés (exprimés en tant que Cd),3.6,kg/an
066.00429,EDF CPE Aramon,2010,Eau (direct),Cuivre et composés (exprimés en tant que Cu),112,kg/an
066.00429,EDF CPE Aramon,2010,Eau (direct),Plomb et composés (exprimés en tant que Pb),25.8,kg/an
066.00430,EXPANSIA,2010,Air,Composés organiques volatils non méthaniques (COVNM),96300,kg/an
066.00430,EXPANSIA,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",7350,kg/an
066.00430,EXPANSIA,2010,Air,Méthanol (alcool méthylique),31600,kg/an
066.00432,SANOFI CHIMIE,2010,Air,Composés organiques volatils non méthaniques (COVNM),111000,kg/an
066.00432,SANOFI CHIMIE,2010,Air,Hydroflurocarbures (HFC),624,kg/an
066.00432,SANOFI CHIMIE,2010,Air,CO2 Total d'origine non biomasse uniquement,22200000,kg/an
066.00432,SANOFI CHIMIE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22200000,kg/an
066.00432,SANOFI CHIMIE,2010,Eau (direct),Demande chimique en oxygène (DCO),157000,kg/an
066.00432,SANOFI CHIMIE,2010,Eau (direct),"Dichlorométhane (DCM, chlorure de méthylène)",172,kg/an
066.00432,SANOFI CHIMIE,2010,Eau (direct),Phosphore total,6170,kg/an
066.00453,CIMENTS CALCIA,2010,Air,Acide cyanhydrique (HCN),372,kg/an
066.00453,CIMENTS CALCIA,2010,Air,Mercure et composés (exprimés en tant que Hg),17.9,kg/an
066.00453,CIMENTS CALCIA,2010,Air,Oxydes d'azote (NOx/NO2),842000,kg/an
066.00453,CIMENTS CALCIA,2010,Air,CO2 Total d'origine non biomasse uniquement,520000000,kg/an
066.00453,CIMENTS CALCIA,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),520000000,kg/an
066.00459,Konings Spirits & Drinks,2010,Eau (indirect),Demande biologique en oxygène (DBO5),48200,kg/an
066.00514,CEA Marcoule,2010,Air,Hydrochlorofluorocarbures (HCFC),293,kg/an
066.00514,CEA Marcoule,2010,Air,Hydroflurocarbures (HFC),530,kg/an
066.00514,CEA Marcoule,2010,Air,CO2 Total d'origine non biomasse uniquement,22900000,kg/an
066.00514,CEA Marcoule,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22900000,kg/an
066.00526,LA GARDONNENQUE,2010,Sol,Arsenic et composés (exprimés en tant que As),9.55,kg/an
066.00541,PAREFEUILLE PROVENCE,2010,Air,CO2 Total d'origine non biomasse uniquement,13800000,kg/an
066.00541,PAREFEUILLE PROVENCE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13800000,kg/an
066.00562,Usine de l'ARDOISE,2010,Air,CO2 Total d'origine non biomasse uniquement,39000000,kg/an
066.00562,Usine de l'ARDOISE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),39000000,kg/an
066.00563,FerroPem,2010,Air,Cadmium et composés (exprimés en tant que Cd),19.3,kg/an
066.00563,FerroPem,2010,Air,Oxydes de soufre (SOx/SO2),403000,kg/an
066.00563,FerroPem,2010,Air,Oxydes d'azote (NOx/NO2),229000,kg/an
066.00563,FerroPem,2010,Air,CO2 Total d'origine non biomasse uniquement,191000000,kg/an
066.00563,FerroPem,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),251000000,kg/an
066.00563,FerroPem,2010,Air,CO2 Total d'origine biomasse uniquement,60200000,kg/an
066.00637,Chaufferie ZUP de NIMES,2010,Air,CO2 Total d'origine non biomasse uniquement,36900000,kg/an
066.00637,Chaufferie ZUP de NIMES,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),36900000,kg/an
066.00672,SIRAP Remoulins,2010,Air,Composés organiques volatils non méthaniques (COVNM),473000,kg/an
066.00672,SIRAP Remoulins,2010,Air,Hydrochlorofluorocarbures (HCFC),30,kg/an
066.00717,DEULEP,2010,Air,Composés organiques volatils non méthaniques (COVNM),77900,kg/an
066.00794,HARIBO RICQLES ZAN,2010,Eau (indirect),Demande biologique en oxygène (DBO5),197000,kg/an
066.00794,HARIBO RICQLES ZAN,2010,Eau (indirect),Demande chimique en oxygène (DCO),394000,kg/an
066.00803,DISTILLERIE DESCOSTIERES,2010,Air,Composés organiques volatils non méthaniques (COVNM),385000,kg/an
066.00812,OI Vergèze,2010,Air,CO2 Total d'origine non biomasse uniquement,40600000,kg/an
066.00812,OI Vergèze,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),40600000,kg/an
066.00893,OI Manufacturing France,2010,Air,Arsenic et composés (exprimés en tant que As),29,kg/an
066.00893,OI Manufacturing France,2010,Air,Oxydes d'azote (NOx/NO2),112000,kg/an
066.00893,OI Manufacturing France,2010,Air,CO2 Total d'origine non biomasse uniquement,42300000,kg/an
066.00893,OI Manufacturing France,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),42300000,kg/an
066.00901,GRANDES HUILERIES MEDIACO - GHM,2010,Air,Composés organiques volatils non méthaniques (COVNM),114000,kg/an
066.00904,Placoplatre,2010,Air,Composés organiques volatils non méthaniques (COVNM),241000,kg/an
066.00923,Société CAMERON,2010,Air,Composés organiques volatils non méthaniques (COVNM),49700,kg/an
066.01016,HEXIS S.A. Site de Frontignan,2010,Air,Composés organiques volatils non méthaniques (COVNM),32000,kg/an
066.01065,OCREAL,2010,Air,CO2 Total d'origine non biomasse uniquement,43900000,kg/an
066.01065,OCREAL,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),102000000,kg/an
066.01065,OCREAL,2010,Air,CO2 Total d'origine biomasse uniquement,57700000,kg/an
066.01105,Hôpital LA COLOMBIERE,2010,Air,CO2 Total d'origine non biomasse uniquement,15800000,kg/an
066.01105,Hôpital LA COLOMBIERE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15800000,kg/an
066.01116,Sanofi Aventis Recherche et Développement,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",1030,kg/an
066.01173,SEG Diélectriques,2010,Air,Composés organiques volatils non méthaniques (COVNM),213000,kg/an
066.01262,Centrale de Cogénération de Sète,2010,Air,CO2 Total d'origine non biomasse uniquement,28700000,kg/an
066.01262,Centrale de Cogénération de Sète,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),28700000,kg/an
066.01278,Timac AGRO SETE,2010,Eau (direct),Fluorures (en tant que F total),9010,kg/an
066.01278,Timac AGRO SETE,2010,Eau (direct),Phosphore total,6370,kg/an
066.01279,Incinérateur de la Communauté d'Agglomération du Bassin de Thau,2010,Air,CO2 Total d'origine non biomasse uniquement,14400000,kg/an
066.01279,Incinérateur de la Communauté d'Agglomération du Bassin de Thau,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),33400000,kg/an
066.01279,Incinérateur de la Communauté d'Agglomération du Bassin de Thau,2010,Air,CO2 Total d'origine biomasse uniquement,19000000,kg/an
066.01281,SAIPOL Etablissement de Sète,2010,Air,Composés organiques volatils non méthaniques (COVNM),559000,kg/an
066.01281,SAIPOL Etablissement de Sète,2010,Air,CO2 Total d'origine non biomasse uniquement,39900000,kg/an
066.01281,SAIPOL Etablissement de Sète,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),39900000,kg/an
066.01317,Knauf Industries Est - Vendargues,2010,Air,Composés organiques volatils non méthaniques (COVNM),122000,kg/an
066.01357,ARCELOR MEDITERRANEE / SAINT CHELY D APCHER,2010,Air,Composés organiques volatils non méthaniques (COVNM),63800,kg/an
066.01361,STERIMED,2010,Air,CO2 Total d'origine non biomasse uniquement,18900000,kg/an
066.01361,STERIMED,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18900000,kg/an
066.01388,ISDND CALCE - Suez R et V Méditerranée,2010,Air,Méthane (CH4),258000,kg/an
066.01388,ISDND CALCE - Suez R et V Méditerranée,2010,Eau (direct),Ammoniac (NH3),2.89,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Air,CO2 Total d'origine non biomasse uniquement,21200000,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21200000,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),Arsenic et composés (exprimés en tant que As),6.33,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),Chloro-alkanes (C10-C13),14.6,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),Chloroforme (trichlorométhane),20,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),8390,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),"Dichlorométhane (DCM, chlorure de méthylène)",185,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),Fluorures (en tant que F total),13400,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),296,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),Sulfates,2110000,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),"Tétrachloroéthylène (PER, tétrachloroéthylène)",110,kg/an
066.01574,GIE CHIMIE SALINDRES,2010,Eau (direct),Zinc et composés (exprimés en tant que Zn),404,kg/an
066.01576,CTSDU DE BELLEGARDE,2010,Air,Méthane (CH4),345000,kg/an
066.01577,AXENS,2010,Air,Cobalt et composés (exprimés en tant que Co),36,kg/an
066.01577,AXENS,2010,Air,Nickel et composés (exprimés en tant que Ni),85.2,kg/an
066.01577,AXENS,2010,Air,Oxydes d'azote (NOx/NO2),142000,kg/an
066.01577,AXENS,2010,Air,CO2 Total d'origine non biomasse uniquement,18800000,kg/an
066.01577,AXENS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18800000,kg/an
066.01577,AXENS,2010,Eau (indirect),Aluminium et composés (exprimés en tant que Al),2030,kg/an
066.01578,RHODIA OPERATIONS,2010,Air,Chlorofluorocarbures (CFC),3010,kg/an
066.01578,RHODIA OPERATIONS,2010,Air,Composés organiques volatils non méthaniques (COVNM),37400,kg/an
066.01578,RHODIA OPERATIONS,2010,Air,Hydrochlorofluorocarbures (HCFC),2670,kg/an
066.01578,RHODIA OPERATIONS,2010,Air,Hydroflurocarbures (HFC),1130,kg/an
066.01578,RHODIA OPERATIONS,2010,Air,Perfluorocarbures (PFC),1720,kg/an
066.01578,RHODIA OPERATIONS,2010,Eau (indirect),Composés organohalogénés (exprimés en tant que AOX),17600,kg/an
066.01578,RHODIA OPERATIONS,2010,Eau (indirect),"Dichlorométhane (DCM, chlorure de méthylène)",669,kg/an
066.01578,RHODIA OPERATIONS,2010,Eau (indirect),Fluorures (en tant que F total),124000,kg/an
066.01578,RHODIA OPERATIONS,2010,Eau (indirect),Nickel et composés (exprimés en tant que Ni),36,kg/an
066.01579,CET DES LAUZIERES,2010,Air,Méthane (CH4),133000,kg/an
066.01579,CET DES LAUZIERES,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14800000,kg/an
066.01579,CET DES LAUZIERES,2010,Air,CO2 Total d'origine biomasse uniquement,14800000,kg/an
066.01579,CET DES LAUZIERES,2010,Eau (indirect),Ammoniac (NH3),2910,kg/an
066.01697,EVOLIA,2010,Air,CO2 Total d'origine non biomasse uniquement,40500000,kg/an
066.01697,EVOLIA,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),91600000,kg/an
066.01697,EVOLIA,2010,Air,CO2 Total d'origine biomasse uniquement,51100000,kg/an
066.02094,SADEV,2010,Air,Composés organiques volatils non méthaniques (COVNM),45400,kg/an
067.00361,NLMK STRASBOURG,2010,Air,CO2 Total d'origine non biomasse uniquement,21900000,kg/an
067.00361,NLMK STRASBOURG,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21900000,kg/an
067.00373,SETE,2010,Air,CO2 Total d'origine non biomasse uniquement,48600000,kg/an
067.00373,SETE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),48600000,kg/an
067.00380,Schmidt Groupe,2010,Air,Composés organiques volatils non méthaniques (COVNM),82500,kg/an
067.00387,CENTRALE THERMIQUE,2010,Air,CO2 Total d'origine non biomasse uniquement,24900000,kg/an
067.00387,CENTRALE THERMIQUE,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24900000,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Air,Composés organiques volatils non méthaniques (COVNM),43000,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Eau (indirect),Carbone organique total (en tant que C total ou DCO/3),91700,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Eau (indirect),Chrome et composés (exprimés en tant que Cr),117,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Eau (indirect),Composés organohalogénés (exprimés en tant que AOX),1270,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Eau (indirect),Cuivre et composés (exprimés en tant que Cu),51.7,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Eau (indirect),Demande biologique en oxygène (DBO5),198000,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Eau (indirect),Demande chimique en oxygène (DCO),303000,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Eau (indirect),Méthanol (alcool méthylique),13000,kg/an
067.00393,CLARIANT Production (France) - Usine de Huningue,2010,Eau (indirect),Phénols (en tant que C total),115,kg/an
067.00401,ADIENT,2010,Air,Composés organiques volatils non méthaniques (COVNM),90200,kg/an
067.00401,ADIENT,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",1260,kg/an
067.00403,PAPETERIE ROSSMANN,2010,Air,CO2 Total d'origine non biomasse uniquement,10900000,kg/an
067.00403,PAPETERIE ROSSMANN,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10900000,kg/an
067.00404,ROQUETTE Frères,2010,Air,Oxydes de soufre (SOx/SO2),188000,kg/an
067.00404,ROQUETTE Frères,2010,Air,Oxydes d'azote (NOx/NO2),208000,kg/an
067.00404,ROQUETTE Frères,2010,Air,CO2 Total d'origine non biomasse uniquement,153000000,kg/an
067.00404,ROQUETTE Frères,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),153000000,kg/an
067.00404,ROQUETTE Frères,2010,Eau (direct),Demande chimique en oxygène (DCO),232000,kg/an
067.00404,ROQUETTE Frères,2010,Sol,Cuivre et composés (exprimés en tant que Cu),76,kg/an
067.00404,ROQUETTE Frères,2010,Sol,Nickel et composés (exprimés en tant que Ni),40,kg/an
067.00404,ROQUETTE Frères,2010,Sol,Zinc et composés (exprimés en tant que Zn),318,kg/an
067.00412,TREDI Centre de Hombourg,2010,Eau (direct),Cadmium et composés (exprimés en tant que Cd),3.17,kg/an
067.00412,TREDI Centre de Hombourg,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),32.9,kg/an
067.00413,TREDI,2010,Air,CO2 Total d'origine non biomasse uniquement,33800000,kg/an
067.00413,TREDI,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),33800000,kg/an
067.00415,RHONE GAZ - Site de Herrlisheim,2010,Air,Composés organiques volatils non méthaniques (COVNM),32100,kg/an
067.00417,électropoli France Site de Dettwiller,2010,Eau (direct),Nickel et composés (exprimés en tant que Ni),50.6,kg/an
067.00423,MARS Chocolat France,2010,Eau (indirect),Demande biologique en oxygène (DBO5),49900,kg/an
067.00426,DOW FRANCE S.A.S.,2010,Air,Composés organiques volatils non méthaniques (COVNM),43500,kg/an
067.00426,DOW FRANCE S.A.S.,2010,Air,CO2 Total d'origine non biomasse uniquement,21200000,kg/an
067.00426,DOW FRANCE S.A.S.,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21200000,kg/an
067.00426,DOW FRANCE S.A.S.,2010,Eau (direct),Manganèse et composés (exprimés en tant que Mn),1210,kg/an
067.00426,DOW FRANCE S.A.S.,2010,Eau (direct),Zinc et composés (exprimés en tant que Zn),334,kg/an
067.00428,CENPA SAS,2010,Air,CO2 Total d'origine non biomasse uniquement,13000000,kg/an
067.00428,CENPA SAS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13000000,kg/an
067.00428,CENPA SAS,2010,Eau (direct),Phénols (en tant que C total),27,kg/an
067.00429,DSM Nutritional Products France,2010,Air,"Dichlorométhane (DCM, chlorure de méthylène)",6480,kg/an
067.00429,DSM Nutritional Products France,2010,Air,Hydrochlorofluorocarbures (HCFC),410,kg/an
067.00429,DSM Nutritional Products France,2010,Air,CO2 Total d'origine non biomasse uniquement,14900000,kg/an
067.00429,DSM Nutritional Products France,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14900000,kg/an
067.00429,DSM Nutritional Products France,2010,Eau (direct),Zinc et composés (exprimés en tant que Zn),108,kg/an
067.00433,Potasse et Produits Chimiques SAS,2010,Air,Chloroforme (trichlorométhane),3370,kg/an
067.00433,Potasse et Produits Chimiques SAS,2010,Air,Hydrochlorofluorocarbures (HCFC),541,kg/an
067.00433,Potasse et Produits Chimiques SAS,2010,Air,Mercure et composés (exprimés en tant que Hg),93.6,kg/an
067.00433,Potasse et Produits Chimiques SAS,2010,Eau (direct),Mercure et composés (exprimés en tant que Hg),26.8,kg/an
067.00444,ARCONIC ARCHITECTURAL PRODUCTS SAS,2010,Air,CO2 Total d'origine non biomasse uniquement,15600000,kg/an
067.00444,ARCONIC ARCHITECTURAL PRODUCTS SAS,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15600000,kg/an
067.00446,Amcor Specialty Cartons France SAS,2010,Air,Composés organiques volatils non méthaniques (COVNM),122000,kg/an
067.00455,DEGERMANN GUSTAVE,2010,Eau (indirect),Chrome et composés (exprimés en tant que Cr),79.4,kg/an
067.00455,DEGERMANN GUSTAVE,2010,Eau (indirect),Demande biologique en oxygène (DBO5),54700,kg/an
067.00464,"SINIAT, Usine de Ottmarsheim",2010,Air,CO2 Total d'origine non biomasse uniquement,12500000,kg/an
067.00464,"SINIAT, Usine de Ottmarsheim",2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),12500000,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Air,Composés organiques volatils non méthaniques (COVNM),444000,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Air,Hydrochlorofluorocarbures (HCFC),86,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Air,Hydroflurocarbures (HFC),1260,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Air,CO2 Total d'origine non biomasse uniquement,70500000,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),70500000,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Eau (indirect),Arsenic et composés (exprimés en tant que As),8.09,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Eau (indirect),Cadmium et composés (exprimés en tant que Cd),1.62,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Eau (indirect),Demande biologique en oxygène (DBO5),118000,kg/an
067.00467,PSA Peugeot Citroën Site de Mulhouse,2010,Eau (indirect),Demande chimique en oxygène (DCO),421000,kg/an
