Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
062.04851,AGC Interpane Glass France SAS,2013,Air,Oxydes d'azote (NOx/NO2),369000,kg/an
062.04851,AGC Interpane Glass France SAS,2013,Air,CO2 Total d'origine non biomasse uniquement,124000000,kg/an
062.04851,AGC Interpane Glass France SAS,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),124000000,kg/an
064.01697,JEAN GAZIGNAIRE S.A.S,2013,Air,Composés organiques volatils non méthaniques (COVNM),41500,kg/an
065.07535,DALKIA (CH René Dubost),2013,Air,CO2 Total d'origine non biomasse uniquement,11800000,kg/an
065.07535,DALKIA (CH René Dubost),2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11800000,kg/an
068.02238,VOA - VERRRERIE D'albi,2013,Air,Oxydes de soufre (SOx/SO2),327000,kg/an
068.02238,VOA - VERRRERIE D'albi,2013,Air,Oxydes d'azote (NOx/NO2),352000,kg/an
068.02238,VOA - VERRRERIE D'albi,2013,Air,CO2 Total d'origine non biomasse uniquement,79000000,kg/an
068.02238,VOA - VERRRERIE D'albi,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),79000000,kg/an
071.00088,BRASSERIES DE BOURBON,2013,Eau (indirect),Demande biologique en oxygène (DBO5),67200,kg/an
071.00088,BRASSERIES DE BOURBON,2013,Eau (indirect),Demande chimique en oxygène (DCO),254000,kg/an
100.09874,AUCHAN OLIVET,2013,Air,Hydroflurocarbures (HFC),214,kg/an
183.00603,Centre d'Enfouissement Technique de Saint Jean de libron,2013,Air,Méthane (CH4),266000,kg/an
54901272,EARL Dominique GRASSET,2013,Air,Ammoniac (NH3),15000,kg/an
703.09402,STEP - VICHY RHUE,2013,Eau (direct),Arsenic et composés (exprimés en tant que As),428,kg/an
703.09402,STEP - VICHY RHUE,2013,Eau (direct),Demande biologique en oxygène (DBO5),75400,kg/an
703.09402,STEP - VICHY RHUE,2013,Eau (direct),Demande chimique en oxygène (DCO),210000,kg/an
703.09402,STEP - VICHY RHUE,2013,Eau (direct),Fluorures (en tant que F total),3700,kg/an
703.09402,STEP - VICHY RHUE,2013,Eau (direct),Manganèse et composés (exprimés en tant que Mn),703,kg/an
703.09402,STEP - VICHY RHUE,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),382,kg/an
703.09402,STEP - VICHY RHUE,2013,Sol,Azote total,86100,kg/an
703.09402,STEP - VICHY RHUE,2013,Sol,Cuivre et composés (exprimés en tant que Cu),347,kg/an
703.09402,STEP - VICHY RHUE,2013,Sol,Manganèse et composés (exprimés en tant que Mn),1180,kg/an
703.09402,STEP - VICHY RHUE,2013,Sol,Mercure et composés (exprimés en tant que Hg),1.6,kg/an
703.09402,STEP - VICHY RHUE,2013,Sol,Nickel et composés (exprimés en tant que Ni),23.8,kg/an
703.09402,STEP - VICHY RHUE,2013,Sol,Phosphore total,63300,kg/an
703.09402,STEP - VICHY RHUE,2013,Sol,Plomb et composés (exprimés en tant que Pb),205,kg/an
703.09402,STEP - VICHY RHUE,2013,Sol,Zinc et composés (exprimés en tant que Zn),838,kg/an
75600134,EARL DE LA CLARTE,2013,Air,Ammoniac (NH3),18500,kg/an
059.01243,EUROSERUM,2013,Air,CO2 Total d'origine non biomasse uniquement,19800000,kg/an
059.01243,EUROSERUM,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19800000,kg/an
061.04374,MITHIEUX,2013,Eau (indirect),Nickel et composés (exprimés en tant que Ni),64,kg/an
062.04953,ELIS LORRAINE,2013,Eau (indirect),Demande biologique en oxygène (DBO5),49200,kg/an
067.00423,MARS Chocolat France,2013,Eau (indirect),Demande biologique en oxygène (DBO5),51300,kg/an
283.00009,DALKIA,2013,Air,CO2 Total d'origine non biomasse uniquement,52100000,kg/an
283.00009,DALKIA,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),52100000,kg/an
54901322,PINEAU (SCEA DU),2013,Air,Ammoniac (NH3),11600,kg/an
703.18501,Station de traitement des eaux usées de Montluçon Communauté,2013,Eau (direct),Azote total,57300,kg/an
703.18501,Station de traitement des eaux usées de Montluçon Communauté,2013,Eau (direct),Demande chimique en oxygène (DCO),222000,kg/an
703.18501,Station de traitement des eaux usées de Montluçon Communauté,2013,Sol,Cuivre et composés (exprimés en tant que Cu),273,kg/an
703.18501,Station de traitement des eaux usées de Montluçon Communauté,2013,Sol,Mercure et composés (exprimés en tant que Hg),1.07,kg/an
703.18501,Station de traitement des eaux usées de Montluçon Communauté,2013,Sol,Nickel et composés (exprimés en tant que Ni),29.9,kg/an
703.18501,Station de traitement des eaux usées de Montluçon Communauté,2013,Sol,Plomb et composés (exprimés en tant que Pb),166,kg/an
703.18501,Station de traitement des eaux usées de Montluçon Communauté,2013,Sol,Zinc et composés (exprimés en tant que Zn),772,kg/an
75600137,EARL QUEMERE - TREUJOU,2013,Air,Ammoniac (NH3),12200,kg/an
79084271,SCEA PRO-PORCS,2013,Air,Ammoniac (NH3),11300,kg/an
058.01000,JANSSEN-CILAG,2013,Air,"Dichlorométhane (DCM, chlorure de méthylène)",4050,kg/an
061.03087,KNAUF SUD EST,2013,Air,Composés organiques volatils non méthaniques (COVNM),139000,kg/an
061.04379,ARKEMA Usine de La Chambre,2013,Air,Ammoniac (NH3),38500,kg/an
061.04379,ARKEMA Usine de La Chambre,2013,Air,Composés organiques volatils non méthaniques (COVNM),138000,kg/an
061.04379,ARKEMA Usine de La Chambre,2013,Air,CO2 Total d'origine non biomasse uniquement,56500000,kg/an
061.04379,ARKEMA Usine de La Chambre,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),56500000,kg/an
061.04379,ARKEMA Usine de La Chambre,2013,Eau (direct),Chloroforme (trichlorométhane),16,kg/an
061.04379,ARKEMA Usine de La Chambre,2013,Eau (direct),Demande biologique en oxygène (DBO5),50500,kg/an
061.04379,ARKEMA Usine de La Chambre,2013,Eau (direct),"Dichlorométhane (DCM, chlorure de méthylène)",25,kg/an
061.04379,ARKEMA Usine de La Chambre,2013,Eau (direct),Nickel et composés (exprimés en tant que Ni),50,kg/an
062.04993,HAGANIS,2013,Air,CO2 Total d'origine non biomasse uniquement,35100000,kg/an
062.04993,HAGANIS,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),81500000,kg/an
062.04993,HAGANIS,2013,Air,CO2 Total d'origine biomasse uniquement,46400000,kg/an
067.00426,DOW FRANCE S.A.S.,2013,Air,Composés organiques volatils non méthaniques (COVNM),32600,kg/an
067.00426,DOW FRANCE S.A.S.,2013,Air,CO2 Total d'origine non biomasse uniquement,20300000,kg/an
067.00426,DOW FRANCE S.A.S.,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20300000,kg/an
067.00426,DOW FRANCE S.A.S.,2013,Eau (direct),Manganèse et composés (exprimés en tant que Mn),650,kg/an
067.00426,DOW FRANCE S.A.S.,2013,Eau (direct),Sulfates,1520000,kg/an
068.02257,BIGARD,2013,Eau (indirect),Azote total,52500,kg/an
068.02257,BIGARD,2013,Eau (indirect),Demande biologique en oxygène (DBO5),404000,kg/an
068.02257,BIGARD,2013,Eau (indirect),Demande chimique en oxygène (DCO),858000,kg/an
068.02257,BIGARD,2013,Eau (indirect),Phosphore total,9550,kg/an
070.00508,COMILOG DUNKERQUE,2013,Air,Cobalt et composés (exprimés en tant que Co),13.1,kg/an
070.00508,COMILOG DUNKERQUE,2013,Air,Manganèse et composés (exprimés en tant que Mn),2330,kg/an
070.00508,COMILOG DUNKERQUE,2013,Air,Mercure et composés (exprimés en tant que Hg),27.6,kg/an
070.00508,COMILOG DUNKERQUE,2013,Air,Zinc et composés (exprimés en tant que Zn),325,kg/an
070.00508,COMILOG DUNKERQUE,2013,Air,Thallium et ses composés (exprimés en tant que Tl),25.6,kg/an
070.00508,COMILOG DUNKERQUE,2013,Air,CO2 Total d'origine non biomasse uniquement,92100000,kg/an
070.00508,COMILOG DUNKERQUE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),92100000,kg/an
070.01046,LESIEUR Coudekerque-Branche,2013,Air,CO2 Total d'origine non biomasse uniquement,24100000,kg/an
070.01046,LESIEUR Coudekerque-Branche,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),24100000,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Antimoine et composés (exprimés en tant que Sb),39.8,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Benzène,1880,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Cadmium et composés (exprimés en tant que Cd),11.4,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Cobalt et composés (exprimés en tant que Co),22.7,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Monoxyde de carbone (CO),513000,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Nickel et composés (exprimés en tant que Ni),1140,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Oxydes de soufre (SOx/SO2),1040000,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Oxydes d'azote (NOx/NO2),3300000,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Particules (PM10),133000,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Zinc et composés (exprimés en tant que Zn),229,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,Vanadium et ses composés,538,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,CO2 Total d'origine non biomasse uniquement,433000000,kg/an
073.00024,Centrale thermique du VAZZIO,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),433000000,kg/an
100.00692,KNAUF INDUSTRIE OUEST,2013,Air,Composés organiques volatils non méthaniques (COVNM),57600,kg/an
100.09875,AUCHAN VAL DE LOIRE,2013,Air,Hydrochlorofluorocarbures (HCFC),682,kg/an
54901421,OVOMAUGES,2013,Air,Ammoniac (NH3),15900,kg/an
706.00401,STEP - ANTIBES,2013,Eau (direct),Azote total,328000,kg/an
706.00401,STEP - ANTIBES,2013,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),1540,kg/an
706.00401,STEP - ANTIBES,2013,Eau (direct),Demande biologique en oxygène (DBO5),233000,kg/an
706.00401,STEP - ANTIBES,2013,Eau (direct),Demande chimique en oxygène (DCO),1060000,kg/an
706.00401,STEP - ANTIBES,2013,Eau (direct),Mercure et composés (exprimés en tant que Hg),3,kg/an
706.00401,STEP - ANTIBES,2013,Eau (direct),Phosphore total,15000,kg/an
706.00401,STEP - ANTIBES,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),228,kg/an
79091912,EARL LMA PASQUIER,2013,Air,Ammoniac (NH3),19900,kg/an
062.05027,GLACES THIRIET,2013,Air,Hydroflurocarbures (HFC),229,kg/an
063.03457,IMAYE GRAPHIC,2013,Air,Composés organiques volatils non méthaniques (COVNM),54700,kg/an
064.01732,ECO RECYCLING SYSTEMS,2013,Eau (indirect),Phénols (en tant que C total),71.9,kg/an
065.08159,KNAUF Plâtres,2013,Air,CO2 Total d'origine non biomasse uniquement,46300000,kg/an
065.08159,KNAUF Plâtres,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),46300000,kg/an
071.00113,ETABLISSEMENT DU GOL,2013,Eau (indirect),Demande biologique en oxygène (DBO5),289000,kg/an
071.00113,ETABLISSEMENT DU GOL,2013,Eau (indirect),Demande chimique en oxygène (DCO),590000,kg/an
28383098,SARL PORCS BEAUCE,2013,Air,Ammoniac (NH3),11900,kg/an
54901489,EARL BLOND Philippe,2013,Air,Ammoniac (NH3),20200,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Azote total,266000,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Cadmium et composés (exprimés en tant que Cd),21.6,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Carbone organique total (en tant que C total ou DCO/3),226000,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Chlorures (en tant que Cl total),3290000,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Cuivre et composés (exprimés en tant que Cu),115,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Demande biologique en oxygène (DBO5),102000,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Demande chimique en oxygène (DCO),541000,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Fer et composés (exprimés en tant que Fe),11300,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Phosphore total,18000,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Plomb et composés (exprimés en tant que Pb),197,kg/an
706.02701,STEP - CAGNES-SUR-MER,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),301,kg/an
75600146,SCEA DE KERBREZELLEC,2013,Air,Ammoniac (NH3),15700,kg/an
791.22801,STEP - Evry,2013,Eau (direct),Azote total,192000,kg/an
791.22801,STEP - Evry,2013,Eau (direct),Demande biologique en oxygène (DBO5),236000,kg/an
791.22801,STEP - Evry,2013,Eau (direct),Demande chimique en oxygène (DCO),631000,kg/an
791.22801,STEP - Evry,2013,Eau (direct),Phosphore total,16200,kg/an
062.05051,SOREPLA,2013,Eau (indirect),Demande biologique en oxygène (DBO5),50300,kg/an
067.00428,CENPA SAS,2013,Air,CO2 Total d'origine non biomasse uniquement,13700000,kg/an
067.00428,CENPA SAS,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13700000,kg/an
068.02263,SEPIPROD,2013,Eau (indirect),Demande biologique en oxygène (DBO5),88600,kg/an
068.02263,SEPIPROD,2013,Eau (indirect),Demande chimique en oxygène (DCO),264000,kg/an
070.00516,DOUAISIENNE D'ABATTAGE,2013,Eau (indirect),Demande biologique en oxygène (DBO5),50600,kg/an
070.01051,SICA PULPE DE BOIRY,2013,Air,CO2 Total d'origine non biomasse uniquement,45900000,kg/an
070.01051,SICA PULPE DE BOIRY,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),45900000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,Chlore et composés inorganiques (en tant que HCl),92000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,Monoxyde de carbone (CO),676000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,Méthane (CH4),193000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,Oxydes de soufre (SOx/SO2),2580000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,Oxydes d'azote (NOx/NO2),1560000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,Protoxyde d'azote (N2O),26500,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,CO2 Total d'origine non biomasse uniquement,794000000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),1020000000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Air,CO2 Total d'origine biomasse uniquement,223000000,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Eau (direct),Cadmium et composés (exprimés en tant que Cd),6.21,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Eau (direct),Chrome et composés (exprimés en tant que Cr),57.8,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Eau (direct),Cuivre et composés (exprimés en tant que Cu),198,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Eau (direct),Mercure et composés (exprimés en tant que Hg),2.32,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Eau (direct),Nickel et composés (exprimés en tant que Ni),169,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Eau (direct),Plomb et composés (exprimés en tant que Pb),20.2,kg/an
071.00121,ALBIOMA BOIS-ROUGE,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),269,kg/an
073.00025,Centrale thermique de LUCCIANA 'A',2013,Air,Antimoine et composés (exprimés en tant que Sb),11,kg/an
073.00025,Centrale thermique de LUCCIANA 'A',2013,Air,Cobalt et composés (exprimés en tant que Co),6.28,kg/an
073.00025,Centrale thermique de LUCCIANA 'A',2013,Air,Composés organiques volatils non méthaniques (COVNM),37700,kg/an
073.00025,Centrale thermique de LUCCIANA 'A',2013,Air,Nickel et composés (exprimés en tant que Ni),315,kg/an
073.00025,Centrale thermique de LUCCIANA 'A',2013,Air,Oxydes de soufre (SOx/SO2),329000,kg/an
073.00025,Centrale thermique de LUCCIANA 'A',2013,Air,Oxydes d'azote (NOx/NO2),3210000,kg/an
073.00025,Centrale thermique de LUCCIANA 'A',2013,Air,CO2 Total d'origine non biomasse uniquement,173000000,kg/an
073.00025,Centrale thermique de LUCCIANA 'A',2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),173000000,kg/an
100.10029,ICT FRANCE SAS,2013,Air,Aldéhyde formique (formaldéhyde),1760,kg/an
100.10029,ICT FRANCE SAS,2013,Air,CO2 Total d'origine non biomasse uniquement,20700000,kg/an
100.10029,ICT FRANCE SAS,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),20700000,kg/an
058.01044,EUROPAC PAPETERIE DE ROUEN,2013,Eau (direct),Azote total,54200,kg/an
058.01044,EUROPAC PAPETERIE DE ROUEN,2013,Eau (direct),Demande biologique en oxygène (DBO5),669000,kg/an
058.01044,EUROPAC PAPETERIE DE ROUEN,2013,Eau (direct),Demande chimique en oxygène (DCO),1980000,kg/an
058.01044,EUROPAC PAPETERIE DE ROUEN,2013,Eau (direct),Phosphore total,5880,kg/an
062.05178,INITIAL BTB,2013,Air,"Tétrachloroéthylène (PER, tétrachloroéthylène)",27500,kg/an
067.00429,DSM Nutritional Products France,2013,Air,"Dichlorométhane (DCM, chlorure de méthylène)",8740,kg/an
067.00429,DSM Nutritional Products France,2013,Air,Hydrochlorofluorocarbures (HCFC),114,kg/an
067.00429,DSM Nutritional Products France,2013,Air,CO2 Total d'origine non biomasse uniquement,17300000,kg/an
067.00429,DSM Nutritional Products France,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17300000,kg/an
070.00519,3M France,2013,Air,Composés organiques volatils non méthaniques (COVNM),30100,kg/an
070.00519,3M France,2013,Air,Hydrochlorofluorocarbures (HCFC),14,kg/an
100.00702,MICHELIN site de Joué-Lés-Tours,2013,Air,Composés organiques volatils non méthaniques (COVNM),69400,kg/an
100.00702,MICHELIN site de Joué-Lés-Tours,2013,Air,Hydrochlorofluorocarbures (HCFC),30,kg/an
100.00702,MICHELIN site de Joué-Lés-Tours,2013,Air,CO2 Total d'origine non biomasse uniquement,11800000,kg/an
100.00702,MICHELIN site de Joué-Lés-Tours,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11800000,kg/an
54901508,BLON VIEILLERE (EARL),2013,Air,Ammoniac (NH3),11500,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Azote total,106000,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Carbone organique total (en tant que C total ou DCO/3),137000,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Chlorures (en tant que Cl total),3460000,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Chrome et composés (exprimés en tant que Cr),147,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Composés organohalogénés (exprimés en tant que AOX),1830,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Cuivre et composés (exprimés en tant que Cu),92,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Demande biologique en oxygène (DBO5),55000,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Demande chimique en oxygène (DCO),550000,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),"Dichlorométhane (DCM, chlorure de méthylène)",92,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Fluorures (en tant que F total),3260,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Nonylphénols et éthoxylates de nonylphénol (NP/NPE),11,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Phosphore total,69600,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Phénols (en tant que C total),158,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Plomb et composés (exprimés en tant que Pb),55,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Sulfates,1960000,kg/an
706.07901,STEU - CANNES 'AQUAVIVA',2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),2160,kg/an
75600149,GAEC TREGUEE,2013,Air,Ammoniac (NH3),18200,kg/an
058.01049,VERRERIES BROSSE SAS,2013,Air,CO2 Total d'origine non biomasse uniquement,17500000,kg/an
058.01049,VERRERIES BROSSE SAS,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),17500000,kg/an
061.03108,VICAT Saint-Egrève,2013,Air,Oxydes d'azote (NOx/NO2),318000,kg/an
061.03108,VICAT Saint-Egrève,2013,Air,CO2 Total d'origine non biomasse uniquement,182000000,kg/an
061.03108,VICAT Saint-Egrève,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),193000000,kg/an
061.03108,VICAT Saint-Egrève,2013,Air,CO2 Total d'origine biomasse uniquement,11000000,kg/an
061.04426,FerroPem,2013,Air,Oxydes d'azote (NOx/NO2),104000,kg/an
061.04426,FerroPem,2013,Air,CO2 Total d'origine non biomasse uniquement,117000000,kg/an
061.04426,FerroPem,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),182000000,kg/an
061.04426,FerroPem,2013,Air,CO2 Total d'origine biomasse uniquement,65100000,kg/an
061.04426,FerroPem,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),256,kg/an
062.05245,ARCELORMITTAL Atlantique-Lorraine,2013,Air,Hydrochlorofluorocarbures (HCFC),12.7,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Air,Antimoine et composés (exprimés en tant que Sb),10.7,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Air,Cobalt et composés (exprimés en tant que Co),53.6,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Air,Nickel et composés (exprimés en tant que Ni),357,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Air,Oxydes de soufre (SOx/SO2),371000,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Air,Oxydes d'azote (NOx/NO2),197000,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Air,Vanadium et ses composés,175,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Air,CO2 Total d'origine non biomasse uniquement,142000000,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),142000000,kg/an
065.03464,Centre de Production Thermique EDF de PORCHEVILLE,2013,Eau (direct),Cuivre et composés (exprimés en tant que Cu),166,kg/an
067.00433,Potasse et Produits Chimiques SAS,2013,Air,Chloroforme (trichlorométhane),1470,kg/an
067.00433,Potasse et Produits Chimiques SAS,2013,Air,Hydrochlorofluorocarbures (HCFC),173,kg/an
067.00433,Potasse et Produits Chimiques SAS,2013,Air,Mercure et composés (exprimés en tant que Hg),57.4,kg/an
067.00433,Potasse et Produits Chimiques SAS,2013,Eau (direct),Chloroforme (trichlorométhane),11.6,kg/an
067.00433,Potasse et Produits Chimiques SAS,2013,Eau (direct),Mercure et composés (exprimés en tant que Hg),16.9,kg/an
068.02267,PIERRE FABRE MEDICAMENT,2013,Air,Composés organiques volatils non méthaniques (COVNM),159000,kg/an
068.02267,PIERRE FABRE MEDICAMENT,2013,Eau (indirect),Demande biologique en oxygène (DBO5),44100,kg/an
068.02267,PIERRE FABRE MEDICAMENT,2013,Eau (indirect),Méthanol (alcool méthylique),14600,kg/an
070.00523,EXIDE TECHNOLOGIES SAS,2013,Eau (indirect),Plomb et composés (exprimés en tant que Pb),61,kg/an
070.01053,UIOM de Saint Saulve,2013,Air,Oxydes d'azote (NOx/NO2),121000,kg/an
070.01053,UIOM de Saint Saulve,2013,Air,CO2 Total d'origine non biomasse uniquement,49100000,kg/an
070.01053,UIOM de Saint Saulve,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),113000000,kg/an
070.01053,UIOM de Saint Saulve,2013,Air,CO2 Total d'origine biomasse uniquement,64400000,kg/an
070.01053,UIOM de Saint Saulve,2013,Sol,Plomb et composés (exprimés en tant que Pb),1210,kg/an
070.01053,UIOM de Saint Saulve,2013,Sol,Zinc et composés (exprimés en tant que Zn),139,kg/an
073.00078,STOC,2013,Air,Méthane (CH4),223000,kg/an
100.00711,OREP PACKAGING,2013,Air,Composés organiques volatils non méthaniques (COVNM),218000,kg/an
100.10929,Dalkia Biomasse Orléans,2013,Air,Oxydes d'azote (NOx/NO2),122000,kg/an
100.10929,Dalkia Biomasse Orléans,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),56100000,kg/an
100.10929,Dalkia Biomasse Orléans,2013,Air,CO2 Total d'origine biomasse uniquement,56100000,kg/an
29004021,Jean-Pierre TALLEC,2013,Air,Hydroflurocarbures (HFC),193,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Azote total,1340000,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Cadmium et composés (exprimés en tant que Cd),7.47,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Cuivre et composés (exprimés en tant que Cu),276,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Demande biologique en oxygène (DBO5),837000,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Demande chimique en oxygène (DCO),2900000,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Matières en suspension (MES),1140000,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Mercure et composés (exprimés en tant que Hg),3.99,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Phosphore total,91000,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Plomb et composés (exprimés en tant que Pb),213,kg/an
706.08801,STEP - NICE HALIOTIS,2013,Eau (direct),Zinc et composés (exprimés en tant que Zn),1680,kg/an
75600154,SA BILLON Henri,2013,Air,Ammoniac (NH3),31000,kg/an
79115300,BERGER Vincent,2013,Air,Ammoniac (NH3),14400,kg/an
062.05449,Fours à chaux de Sorcy,2013,Air,Oxydes d'azote (NOx/NO2),212000,kg/an
062.05449,Fours à chaux de Sorcy,2013,Air,CO2 Total d'origine non biomasse uniquement,268000000,kg/an
062.05449,Fours à chaux de Sorcy,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),268000000,kg/an
071.00593,EDF - CENTRALE THERMIQUE du PORT,2013,Air,Nickel et composés (exprimés en tant que Ni),111,kg/an
071.00593,EDF - CENTRALE THERMIQUE du PORT,2013,Air,Oxydes d'azote (NOx/NO2),732000,kg/an
071.00593,EDF - CENTRALE THERMIQUE du PORT,2013,Air,Vanadium et ses composés,55,kg/an
071.00593,EDF - CENTRALE THERMIQUE du PORT,2013,Air,CO2 Total d'origine non biomasse uniquement,48100000,kg/an
071.00593,EDF - CENTRALE THERMIQUE du PORT,2013,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),48100000,kg/an
100.00720,CHIMIREC-PPM,2013,Air,"Dichlorométhane (DCM, chlorure de méthylène)",1850,kg/an
